Kanji,Reading,Indonesian
すまない,すまない,Maaf
墨,すみ,Tinta
澄む,すむ,Jernih
清む,すむ,Membersihkan
相撲,すもう,Sumo
スライド,スライド,Slide
ずらす,ずらす,Menggeser
ずらり,ずらり,Berbaris
掏摸,すり,Meraba-raba
刷る,する,Mencetak
狡い,ずるい,Licik
すれちがう,すれちがう,berpapasan
滑れる,ずれる,Geser
寸法,すんぽう,Dimensi
姓,せい,Nama keluarga
税関,ぜいかん,Bea Cukai
製作,せいさく,Pembuatan
制作,せいさく,Pembuatan
性質,せいしつ,Sifat
清書,せいしょ,Menulis dengan gaya formal
青少年,せいしょうねん,Remaja
整数,せいすう,Bilangan bulat
清掃,せいそう,Pembersihan
生存,せいぞん,Bertahan hidup
生長,せいちょう,Pertumbuhan
政党,せいとう,Partai politik
生年月日,せいねんがっぴ,Tanggal lahir
性能,せいのう,Kinerja
整備,せいび,Perawatan
成分,せいぶん,Komponen
性別,せいべつ,Jenis kelamin
正方形,せいほうけい,Persegi
正門,せいもん,Gerbang Utama
成立,せいりつ,Dibentuk
西暦,せいれき,Masehi
背負う,せおう,membawa
赤道,せきどう,Ekuador
折角,せっかく,Dengan susah payah
接近,せっきん,Mendekat
石鹸,せっけん,Sabun
接する,せっする,Menerima
せっせと,せっせと,Dengan sungguh-sungguh
接続,せつぞく,Koneksi
瀬戸物,せともの,Keramik
ぜひとも,ぜひとも,Tentu saja
迫る,せまる,Mendesak
ゼミ,ゼミ,Seminar
せめて,せめて,Sebisa mungkin
攻める,せめる,Menyerang
セメント,セメント,Semen
栓,せん,Katup
前後,ぜんご,Depan dan belakang
洗剤,せんざい,Pembersih
全集,ぜんしゅう,Kumpulan
全身,ぜんしん,Seluruh tubuh
扇子,せんす,Ayunan
専制,せんせい,Otoriter
先々月,せんせんげつ,Bulan sebelumnya
先々週,せんせんしゅう,Minggu lalu
先祖,せんぞ,Keturunan
先端,せんたん,Ujung
センチ,センチ,Sentimeter
宣伝,せんでん,Iklan
先頭,せんとう,Terdepan
全般,ぜんぱん,Umum
扇風機,せんぷうき,kipas angin
線路,せんろ,Jalur
相違,そうい,Perbedaan
そういえば,そういえば,Ngomong-ngomong
雑巾,ぞうきん,Lap
増減,ぞうげん,Peningkatan dan penurunan
倉庫,そうこ,Gudang
相互,そうご,Saling
創作,そうさく,Karya kreatif
葬式,そうしき,Pemakaman
そうして,そうして,Dengan demikian
造船,ぞうせん,Pembangunan kapal
騒々しい,そうぞうしい,Bising
増大,ぞうだい,Peningkatan
そうっと,そうっと,Seketika
送別,そうべつ,Perpisahan
草履,ぞうり,Sandal tradisional Jepang
総理大臣,そうりだいじん,Perdana Menteri
送料,そうりょう,Biaya Pengiriman
属する,ぞくする,Terhubung
続々,ぞくぞく,Terus
速達,そくたつ,Ekspedisi
測定,そくてい,Pengukuran
測量,そくりょう,Pengukuran
速力,そくりょく,Kecepatan
素質,そしつ,Potensi
祖先,そせん,Keturunan
そそっかしい,そそっかしい,Menggoda
卒直,そっちょく,Tenang
具える,そなえる,Memiliki
そのうえ,そのうえ,Selain itu
そのころ,そのころ,Saat itu
そのため,そのため,Karena itu
そのほか,そのほか,Selain itu
蕎麦,そば,Mie soba
剃る,そる,Memotong
それなのに,それなのに,Meskipun demikian
逸れる,それる,Menyimpang
揃う,そろう,Sesuai
揃える,そろえる,"Menyelesaikan, Memenuhi"
算盤,そろばん,Abacus
存じる,ぞんじる,Simpan
存ずる,ぞんずる,Ada
損得,そんとく,Keuntungan dan kerugian
田ぼ,たんぼ,Ladang
だいいち,（副）,Satu
退院,たいいん,Keluar dari rumah sakit
大学院,だいがくいん,Mahasiswa Pascasarjana
大工,だいく,Tukang Kayu
体系,たいけい,Sistem
太鼓,たいこ,Drum
対策,たいさく,Solusi
大して,たいして,Tidak terlalu
対照,たいしょう,Kontras
大小,だいしょう,Besar dan kecil
体制,たいせい,Struktur
体積,たいせき,Volume
大層,たいそう,Terlihat
体操,たいそう,Senam
大分,だいぶん,Oita
大木,たいぼく,Ōki
題名,だいめい,Judul
代名詞,だいめいし,Kata ganti
タイア,タイア,Ban
ダイヤグラム,ダイヤグラム,Diagram
ダイヤモンド,ダイヤモンド,Mutiara
ダイヤル,ダイヤル,Menghubungkan
対立,たいりつ,Konflik
田植え,たうえ,Penanaman padi
絶えず,たえず,Terus menerus
楕円,だえん,Elips
高める,たかめる,Meningkatkan
耕す,たがやす,Menanam
滝,たき,Air terjun
炊く,たく,Memasak
焚く,たく,Membakar
蓄える,たくわえる,Menabung
竹,たけ,Bambu
助かる,たすかる,Berguna
只,ただ,Hanya
但し,ただし,Namun
畳む,たたむ,Melipat
立ち止まる,たちどまる,Berhenti
たちまち,たちまち,Segera
建つ,たつ,Membangun
発つ,たつ,Mencoba
脱線,だっせん,Keluar jalur
妥当,だとう,Masuk akal
例える,たとえる,Contoh
頼もしい,たのもしい,Handal
足袋,たび,Sepatu tradisional Jepang
ダブル,ダブル,Ganda
だます,だます,Menipu
溜まる,たまる,Menumpuk
ダム,ダム,Bendungan
溜息,ためいき,Menghela napas
ためらう,ためらう,Ragu-ragu
溜める,ためる,Menunda
だらしない,だらしない,Tidak rapi
足る,たる,Cukup
段階,だんかい,Tahap
短期,たんき,Singkat
炭鉱,たんこう,Tambang batu bara
短所,たんしょ,Kelemahan
たんす,たんす,Lemari
淡水,たんすい,Air tawar
断水,だんすい,Gangguan pasokan air
単数,たんすう,tunggal
団地,だんち,Perumahan
断定,だんてい,Menegaskan
短編,たんぺん,Cerita pendek
誓う,ちかう,Berjanji
地下水,ちかすい,Air tanah
近々,ちかぢか,Segera
近付ける,ちかづける,Mendekatkan
近寄る,ちかよる,Mendekat
力強い,ちからづよい,Berkekuatan
ちぎる,ちぎる,Memecah
地質,ちしつ,Geologi
知人,ちじん,Orang yang saya kenal
地帯,ちたい,Daerah terpencil
縮む,ちぢむ,Menyusut
縮める,ちぢめる,Memperkecil
縮れる,ちぢれる,Menyusut
チップ,チップ,Chip
地点,ちてん,Lokasi
地名,ちめい,Nama tempat
茶色い,ちゃいろい,Cokelat
着々,ちゃくちゃく,Terus-menerus
茶碗,ちゃわん,Mangkuk
中間,ちゅうかん,Menengah
中旬,ちゅうじゅん,Pertengahan
抽象,ちゅうしょう,Abstrak
中世,ちゅうせい,Abad Pertengahan
中性,ちゅうせい,Netral
中途,ちゅうと,Di tengah
中年,ちゅうねん,Orang dewasa
超過,ちょうか,Melebihi
彫刻,ちょうこく,Patung
長所,ちょうしょ,Keuntungan
長女,ちょうじょ,Anak tertua
調整,ちょうせい,Penyesuaian
調節,ちょうせつ,Pengaturan
長短,ちょうたん,Panjang dan pendek
頂点,ちょうてん,Puncak
長男,ちょうなん,Anak tertua
長方形,ちょうほうけい,Persegi panjang
調味料,ちょうみりょう,Bahan penyedap
チョーク,チョーク,Pensil
直後,ちょくご,Segera setelah
直線,ちょくせん,Garis lurus
直前,ちょくぜん,Saat terakhir
直通,ちょくつう,Langsung
直流,ちょくりゅう,Arus searah
貯蔵,ちょぞう,Penyimpanan
直角,ちょっかく,Sudut siku-siku
直径,ちょっけい,Diameter
散らかす,ちらかす,Berantakan
散らかる,ちらかる,Berantakan
散らす,ちらす,Menyebarkan
塵紙,ちりがみ,Kertas bekas
散る,ちる,Tersebar
追加,ついか,Tambahan
ついで,ついで,Sebagai tambahan
通貨,つうか,Mata uang
通勤,つうきん,Perjalanan ke kantor
通ずる,つうずる,Saling berhubungan
通知,つうち,Pemberitahuan
通帳,つうちょう,Rekening
通訳,つうやく,Penerjemah
通用,つうよう,Umum
通路,つうろ,Jalan
付合う,つきあう,Bersama
突き当たり,つきあたり,Buntu
突き当たる,つきあたる,Sampai
月日,つきひ,Tanggal
点く,つく,Menyala
突く,つく,Menyerang
次ぐ,つぐ,Selanjutnya
作る,つくる,Membuat
造る,つくる,Membangun
着ける,つける,Memakai
点ける,つける,Menyalakan
浸ける,つける,Merendam
伝わる,つたわる,Terima
突っ込む,つっこむ,Menyerang
務める,つとめる,Menjabat
努める,つとめる,Berusaha
綱,つな,Tali
繋がり,つながり,Koneksi
繋がる,つながる,Terhubung
繋げる,つなげる,Menghubungkan
粒,つぶ,Butir
潰す,つぶす,Memecah
潰れる,つぶれる,Runtuh
つまずく,つまずく,Terhuyung
詰まる,つまる,Macet
積む,つむ,Menumpuk
爪,つめ,Kuku
艶,つや,Kilau
強気,つよき,Agresif
釣り合う,つりあう,Memancing
吊る,つる,Gantung
吊す,つるす,Menggantung
出合い,であい,Pertemuan
手洗い,てあらい,Cuci tangan
定員,ていいん,Kapasitas
定価,ていか,Harga normal
低下,ていか,Penurunan
定期券,ていきけん,Tiket reguler
定休日,ていきゅうび,Hari Libur
停止,ていし,Berhenti
停車,ていしゃ,Berhenti
停電,ていでん,Pemadaman listrik
出入り,でいり,Masuk dan keluar
出入口,でいりぐち,Pintu masuk/keluar
手入れ,ていれ,Perawatan
テーマ,テーマ,Tema
出掛ける,でかける,Pergi keluar
出来上がり,できあがり,Hasil akhir
出来上がる,できあがる,Hasil
的確,てきかく,Tepat
適確,てきかく,Tepat
手首,てくび,Pergelangan tangan
凸凹,でこぼこ,Bentuk yang tidak beraturan
手頃,てごろ,Terjangkau
でたらめ,でたらめ,sampah
手帳,てちょう,Agenda
鉄橋,てっきょう,Jembatan baja
手続き,てつづき,Prosedur
鉄砲,てっぽう,Senapan
テニスコート,テニスコート,Lapangan tenis
手拭い,てぬぐい,Lap tangan
手前,てまえ,Saya
出迎え,でむかえ,Menyambut
出迎える,でむかえる,Menyambut
照らす,てらす,Menerangi
照る,てる,Terang
展開,てんかい,Ekspansi
伝記,でんき,Biografi
電球,でんきゅう,Lampu
点数,てんすう,Poin
伝染,でんせん,Menular
電池,でんち,Baterai
点々,てんてん,Titik-titik
転々,てんてん,Berpindah-pindah
電柱,でんちゅう,Tiang listrik
天皇,てんのう,Kaisar
電波,でんぱ,Gelombang radio
テンポ,テンポ,Tempo
電流,でんりゅう,Arus listrik
電力,でんりょく,Listrik
問い合わせ,といあわせ,Pertanyaan
銅,どう,Tembaga
統一,とういつ,Penyatuan
同格,どうかく,Kesetaraan
峠,とうげ,Pegunungan
統計,とうけい,Statistik
動作,どうさ,Operasi
東西,とうざい,Timur dan Barat
当日,とうじつ,Pada hari itu
投書,とうしょ,Surat Pembaca
登場,とうじょう,Muncul
どうせ,どうせ,Tentu saja
どうぞよろしく,どうぞよろしく,"Silakan, terima kasih"
灯台,とうだい,Menara
盗難,とうなん,Pencurian
当番,とうばん,Giliran
等分,とうぶん,Dalam bagian yang sama
透明,とうめい,Transparan
灯油,とうゆ,Bahan bakar minyak
東洋,とうよう,Timur
童話,どうわ,Cerita anak-anak
通り掛かる,とおりかかる,Melewati
溶かす,とかす,Mencairkan
尖る,とがる,Menjulang
どきどき,どきどき,Gelisah
溶く,とく,Membentuk cair
退く,どく,Pergi
特殊,とくしゅ,Khusus
特色,とくしょく,Fitur
特長,とくちょう,Fitur
特定,とくてい,Spesifik
特売,とくばい,Penawaran khusus
溶け込む,とけこむ,Mencair
溶ける,とける,Mencair
退ける,どける,Menolak
床の間,とこのま,Di dekat tempat tidur
床屋,とこや,Salon rambut
所々,ところどころ,Secara terpisah
都心,としん,Pusat kota
戸棚,とだな,Lemari
とっくに,とっくに,Sudah
どっと,どっと,Terdengar
整う,ととのう,Menyesuaikan
留まる,とどまる,Tetap
どなる,どなる,Hebat
飛び込む,とびこむ,Melompat
跳ぶ,とぶ,Melompat
留まる,とまる,Tetap
泊める,とめる,Menginap
ともかく,ともかく,Pada dasarnya
捕える,とらえる,Menangkap
取り入れる,とりいれる,Mengadopsi
取り消す,とりけす,Membatalkan
取り出す,とりだす,Mengambil
採る,とる,Mengambil
捕る,とる,Menangkap
トレーニング,トレーニング,Pelatihan
丼,どんぶり,Mangkuk nasi
内科,ないか,Dokter Umum
内線,ないせん,Internal
ナイロン,ナイロン,Nilon
治す,なおす,Menyembuhkan
永い,ながい,Panjang
仲直り,なかなおり,Rekonsiliasi
長引く,ながびく,Berlarut-larut
中身,なかみ,Isi
中味,なかみ,Isi
中指,なかゆび,Jari tengah
仲良し,なかよし,Baik-baik
慰める,なぐさめる,Menenangkan
亡くす,なくす,Kehilangan
なぐる,なぐる,Menggigit
為す,なす,Melakukan
謎謎,なぞなぞ,"Misteri, Misteri"
傾らか,なだらか,Miring
懐かしい,なつかしい,Mengingatkan
撫でる,なでる,Mengelus
斜め,ななめ,Miring
なにしろ,なにしろ,Karena
何々,なになに,Apa-apa
何分,なにぶん,Berapa menit
生意気,なまいき,Ceria
並木,なみき,Baris pohon
倣う,ならう,Meniru
鳴らす,ならす,Mengerang
生る,なる,Menghasilkan
馴れる,なれる,Beradaptasi
南極,なんきょく,Antartika
なんとなく,なんとなく,Entah bagaimana
なんとも,なんとも,Sungguh
ナンバー,ナンバー,Angka
南米,なんべい,Amerika Selatan
南北,なんぼく,Utara-Selatan
煮える,にえる,Membeku
匂う,におう,Bau
逃がす,にがす,Melepaskan
憎い,にくい,Kebencian
憎む,にくむ,Kebencian
憎らしい,にくらしい,Kebencian
にこにこ,にこにこ,Tersenyum
濁る,にごる,Berkabut
虹,にじ,Pelangi
日時,にちじ,Waktu dan tanggal
日用品,にちようひん,Barang-barang sehari-hari
日課,にっか,Rutinitas harian
日程,にってい,Tanggal
鈍い,にぶい,Lambat
入社,にゅうしゃ,Mewakili
女房,にょうぼう,Ibu rumah tangga
睨む,にらむ,Menatap tajam
煮る,にる,Merebus
俄,にわか,Rusia
縫う,ぬう,Menjahit
濡らす,ぬらす,Basah
ねじ,ねじ,Baut
捩る,ねじる,Melipat
ネックレス,ネックレス,Kalung
熱する,ねっする,Memanas
寝間着,ねまき,Pakaian tidur
寝巻,ねまき,Baju tidur
狙い,ねらい,Sasaran
狙う,ねらう,Menargetkan
年度,ねんど,Tahun
農産物,のうさんぶつ,Produk pertanian
農村,のうそん,Desa
濃度,のうど,Konsentrasi
農薬,のうやく,Pestisida
能率,のうりつ,Efisiensi
のこぎり,のこぎり,gergaji
残らず,のこらず,Tidak ada
載せる,のせる,Mengunggah
覗く,のぞく,Melihat
延ばす,のばす,Memperpanjang
延びる,のびる,Memanjang
上り,のぼり,Naik
上る,のぼる,Naik
糊,のり,Lem
乗換,のりかえ,Penukaran
載る,のる,Naik
鈍い,のろい,Lambat
のろのろ,のろのろ,Lambat
呑気,のんき,Santai
灰色,はいいろ,Abu-abu
俳句,はいく,Haiku
拝見,はいけん,Melihat
売店,ばいてん,Warung
バイバイ,バイバイ,Selamat tinggal
売買,ばいばい,Pembelian dan Penjualan
這う,はう,Ini
生える,はえる,Bertumbuh
剥す,はがす,Mengelupas
ばからしい,ばからしい,tidak pantas
秤,はかり,Timbangan
量る,はかる,Mengukur
測る,はかる,Mengukur
吐き気,はきけ,Muntah
はきはき,はきはき,ringkas
掃く,はく,Membersihkan
歯車,はぐるま,Gigi
バケツ,バケツ,Wadah
挟まる,はさまる,Terjepit
挟む,はさむ,Menjepit
箸,はし,Sendok
梯子,はしご,Tangga
始めに,はじめに,Awalnya
初めに,はじめに,Awalnya
はじめまして,はじめまして,Halo
斜,はす,Miring
外れる,はずれる,Tidak sesuai
パターン,パターン,Pola
肌着,はだぎ,Pakaian bayi
果して,はたして,Apakah
鉢,はち,Pot
×,ばつ,×
発揮,はっき,Memanfaatkan
バック,バック,Latar belakang
発射,はっしゃ,Peluncuran
発想,はっそう,Ide
発電,はつでん,Pembangkit listrik
発売,はつばい,Peluncuran
派手,はで,Menarik perhatian
話合い,はなしあい,Pembicaraan
話し掛ける,はなしかける,Memulai percakapan
話中,はなしちゅう,Sedang berbicara
甚だしい,はなはだしい,Sangat
花火,はなび,Kembang api
花嫁,はなよめ,Pengantin
放れる,はなれる,Tenang
羽根,はね,Sayap
ばね,ばね,Besi
跳ねる,はねる,Melompat
破片,はへん,Serpihan
歯磨き,はみがき,Sikat gigi
はめる,はめる,Menjepit
早口,はやくち,Berbicara cepat
流行る,はやる,Populer
払い込む,はらいこむ,Membayar
払い戻す,はらいもどす,Pengembalian
バランス,バランス,Keseimbangan
針金,はりがね,Kawat
張り切る,はりきる,Bersemangat
反映,はんえい,Pantulan
半径,はんけい,Jari-jari
判子,はんこ,Cap
万歳,ばんざい,Hurrah
判事,はんじ,Hakim
反省,はんせい,Refleksi
番地,ばんち,Nomor rumah
パンツ,パンツ,Celana
バンド,バンド,Band
半島,はんとう,Pulau Semenanjung
ハンドル,ハンドル,Pegangan
日当たり,ひあたり,Cahaya matahari
日帰り,ひがえり,Perjalanan sehari
比較的,ひかくてき,Relatif
日陰,ひかげ,Bayangan
ぴかぴか,ぴかぴか,bersih
引受る,ひきうける,Menjadi penerima
引返す,ひきかえす,Menjijikkan
引算,ひきざん,Pengurangan
引出す,ひきだす,Membuka
引き止める,ひきとめる,Mencegah
卑怯,ひきょう,Tidak berani
引分け,ひきわけ,Memisahkan
髭,ひげ,Janggut
陽射,ひざし,Sinar matahari
肘,ひじ,Lutut
ピストル,ピストル,Pistol
ビタミン,ビタミン,Vitamin
ぴたり,ぴたり,Tepat
引っ掛かる,ひっかかる,Menempelkan
筆記,ひっき,Menulis
引っ繰り返,ひっくりかえす,Pengulangan
引っ繰り返,ひっくりかえる,Pengulangan
引越し,ひっこし,Pindah tempat tinggal
引っ込む,ひっこむ,Memasukkan
筆者,ひっしゃ,Penulis
必需品,ひつじゅひん,Barang-barang penting
人差指,ひとさしゆび,Jari
一通り,ひととおり,Selesai
人通り,ひとどおり,Jumlah orang yang lewat
ひとまず,ひとまず,Pertama-tama
瞳,ひとみ,Mata
一休み,ひとやすみ,Istirahat
独り言,ひとりごと,Omongan sendiri
ひとりでに,ひとりでに,Sendirian
ビニール,ビニール,Plastik
皮肉,ひにく,Sindiran
日日,ひにち,Setiap hari
捻る,ひねる,Memutar
日の入り,ひのいり,Saat matahari terbenam
日の出,ひので,Fajar
響き,ひびき,Suara
響く,ひびく,Gema
皮膚,ひふ,Kulit
冷やす,ひやす,Mendinginkan
ひゃっかじてん,ひゃっかじてん,Haikakijiten
美容,びよう,Kecantikan
表紙,ひょうし,Sampul
標識,ひょうしき,Tanda
標準,ひょうじゅん,Standar
標本,ひょうほん,Sampel
評論,ひょうろん,Ulasan
平仮名,ひらがな,Hiragana
ビルディング,ビルディング,Bangunan
昼寝,ひるね,Tidur siang
広げる,ひろげる,Memperluas
広さ,ひろさ,Luas
広場,ひろば,Alun-alun
広々,ひろびろ,Luas
広める,ひろめる,Mempromosikan
ピンク,ピンク,Merah muda
便箋,びんせん,Kertas surat
瓶詰,びんづめ,Dalam botol
ファスナー,ファスナー,Resleting
風船,ふうせん,Balon
不運,ふうん,Tidak beruntung
殖える,ふえる,Berkembang
深まる,ふかまる,Semakin dalam
不規則,ふきそく,Tidak teratur
普及,ふきゅう,Penyebaran
付近,ふきん,Di sekitar
拭く,ふく,Membersihkan
副詞,ふくし,Kata keterangan
複写,ふくしゃ,Salinan
複数,ふくすう,Beberapa
含める,ふくめる,Sertakan
膨らます,ふくらます,Mengembang
膨らむ,ふくらむ,Mengembang
不潔,ふけつ,Tidak bersih
更ける,ふける,Membuang
符号,ふごう,Simbol
夫妻,ふさい,Pasangan
塞がる,ふさがる,Memblok
塞ぐ,ふさぐ,Memblokir
ふざける,ふざける,Bermain-main
無沙汰,ぶさた,Tidak perlu
武士,ぶし,Petarung
部首,ぶしゅ,Komponen
襖,ふすま,Pintu geser
附属,ふぞく,Terlampir
蓋,ふた,Tutup
不通,ふつう,Tidak terhubung
ぶつかる,ぶつかる,Menabrak
ぶつける,ぶつける,Menabrak
物騒,ぶっそう,Berisik
ぶつぶつ,ぶつぶつ,berbintik-bintik
船便,ふなびん,Pengiriman melalui kapal
部品,ぶひん,Komponen
吹雪,ふぶき,Salju
父母,ふぼ,Orang tua
踏切,ふみきり,Lintasan
麓,ふもと,Dasar
増やす,ふやす,Meningkatkan
殖やす,ふやす,Memelihara
フライパン,フライパン,Wajan
ブラウス,ブラウス,Blus
ぶらさげる,ぶらさげる,gantung
ブラシ,ブラシ,Sikat
プラスチック,プラスチック,Plastik
プラットホーム,プラットホーム,Platform
フリー,フリー,Gratis
振り仮名,ふりがな,Hiragana
プリント,プリント,Mencetak
振舞う,ふるまう,Berperilaku
ブローチ,ブローチ,bros
プログラム,プログラム,Program
風呂敷,ふろしき,Handuk
ふわふわ,ふわふわ,Lembut
噴火,ふんか,Letusan
分解,ぶんかい,Memecah
文芸,ぶんげい,Sastra
文献,ぶんけん,Literatur
噴水,ふんすい,Air mancur
分数,ぶんすう,Nilai
文体,ぶんたい,Gaya bahasa
分布,ぶんぷ,Distribusi
文房具,ぶんぼうぐ,Alat tulis
文脈,ぶんみゃく,Konteks
分量,ぶんりょう,Jumlah
分類,ぶんるい,Klasifikasi
閉会,へいかい,Penutupan
平気,へいき,"Oke, tidak apa-apa"
並行,へいこう,Serupa
平日,へいじつ,Hari kerja
兵隊,へいたい,Tentara
平凡,へいぼん,Biasanya
平野,へいや,Hiranō
凹む,へこむ,Melengkung
へそ,へそ,Perut
隔てる,へだてる,Memisahkan
別荘,べっそう,Rumah liburan
別々,べつべつ,Terpisah
ベテラン,ベテラン,Veteran
ヘリコプター,ヘリコプター,Helikopter
へる,へる,Halo
ぺん,ぺん,pena
編集,へんしゅう,Pengeditan
便所,べんじょ,Toilet
ペンチ,ペンチ,Tang
望遠鏡,ぼうえんきょう,Teleskop
方角,ほうがく,Arah
箒,ほうき,Sikat
方言,ほうげん,Dialek
坊さん,ぼうさん,Anak laki-laki
防止,ぼうし,Mencegah
方針,ほうしん,Kebijakan
包装,ほうそう,Pengemasan
法則,ほうそく,Aturan
包帯,ほうたい,Perban
膨大,ぼうだい,Besar
庖丁,ほうちょう,Pisau dapur
方程式,ほうていしき,Persamaan
防犯,ぼうはん,Keamanan
方面,ほうめん,Arah
坊や,ぼうや,Anak laki-laki
放る,ほうる,Melepaskan
ボーナス,ボーナス,Bonus
朗らか,ほがらか,Ceria
牧場,ぼくじょう,Peternakan
牧畜,ぼくちく,Merawat ternak
保健,ほけん,Kesehatan
募集,ぼしゅう,Perekrutan
干す,ほす,Mengeringkan
ポスター,ポスター,Poster
北極,ほっきょく,Arktik
坊っちゃん,ぼっちゃん,Nak
ほどく,ほどく,Melepas
堀,ほり,Kolam
掘る,ほる,Menggali
彫る,ほる,Mengukir
ぼろ,ぼろ,Bekas
盆,ぼん,Hari Raya
盆地,ぼんち,Dataran rendah
本部,ほんぶ,Kantor pusat
本来,ほんらい,Pada dasarnya
まあまあ,まあまあ,Lumayan
枚数,まいすう,Jumlah
毎度,まいど,Setiap kali
マイナス,マイナス,Negatif
巻く,まく,Melipat
蒔く,まく,Menanam
撒く,まく,Menyebarkan
枕,まくら,Bantal
曲げる,まげる,Membentuk
まごまご,まごまご,Berantakan
摩擦,まさつ,Gesekan
混ざる,まざる,Campuran
交ざる,まざる,Menambahkan
混じる,まじる,Campuran
交じる,まじる,Berpartisipasi
マスク,マスク,Masker
混ぜる,まぜる,Campurkan
交ぜる,まぜる,Menyambungkan
またぐ,またぐ,Melewati
又は,または,Atau
待合室,まちあいしつ,Ruang tunggu
待ち合わせ,まちあわせる,Pertemuan
街角,まちかど,Di sudut jalan
真っ暗,まっくら,Sangat gelap
真っ黒,まっくろ,Hitam pekat
真っ青,まっさお,Biru cerah
真っ先,まっさき,Sejak awal
真っ白,まっしろ,Putih bersih
祭る,まつる,Membidai
窓口,まどぐち,Kantor
纏まる,まとまる,Menempel
纏める,まとめる,Merangkum
真似る,まねる,Meniru
まぶしい,まぶしい,Terang menyilaukan
まぶた,まぶた,Kelopak
マフラー,マフラー,Selendang
間も無く,まもなく,Segera
マラソン,マラソン,Maraton
円い,まるい,Bulat
稀,まれ,Langka
回り道,まわりみち,Jalan alternatif
満員,まんいん,Penuh
マンション,マンション,Apartemen
満点,まんてん,Nilai penuh
見送る,みおくる,Menyambut
見下ろす,みおろす,Melihat ke bawah
見掛け,みかけ,Penampilan
三日月,みかづき,Bulan sabit
岬,みさき,Teluk
みじめ,みじめ,Merendahkan
ミシン,ミシン,Mesin jahit
店屋,みせや,Toko
見出し,みだし,Judul
道順,みちじゅん,Rute
見付かる,みつかる,Terlihat
見付ける,みつける,Menemukan
みっともない,みっともない,Tidak mencolok
見直す,みなおす,Meninjau kembali
見慣れる,みなれる,Menjadi familiar
醜い,みにくい,Tidak menarik
実る,みのる,Membunga
身分,みぶん,Status
見本,みほん,Contoh
見舞う,みまう,Menyaksikan
未満,みまん,Kurang
名字,みょうじ,Nama
ミリ,（メートル）,Mil
診る,みる,Memeriksa
民間,みんかん,Swasta
民謡,みんよう,Musik rakyat
向う,むかう,Ke sana
剥く,むく,Mengupas
無限,むげん,Tak terbatas
無地,むじ,Tanpa motif
蒸し暑い,むしあつい,Panas lembap
矛盾,むじゅん,Kontradiksi
蒸す,むす,Merebus
無数,むすう,Tak terhitung
紫,むらさき,Ungu
群れ,むれ,Kelompok
姪,めい,Cousin
名作,めいさく,Karya klasik
名刺,めいし,Kartu Nama
名詞,めいし,Kata benda
名所,めいしょ,Tempat-tempat wisata
命ずる,めいずる,Memerintahkan
迷信,めいしん,Keyakinan yang salah
名物,めいぶつ,Produk andalan
銘々,めいめい,Nama-nama
目上,めうえ,Di atas
メーター,メーター,Meter
恵まれる,めぐまれる,Diberkati
巡る,めぐる,Melintasi
目指す,めざす,Tujuan
目覚し,めざまし,Bangun
目下,めした,Saat ini
目印,めじるし,Penunjuk
目立つ,めだつ,Menonjol
めちゃくちゃ,めちゃくちゃ,Sangat
めっきり,めっきり,Sangat
めでたい,めでたい,Terima kasih
メニュー,メニュー,Menu
めまい,めまい,Pusing
目安,めやす,Sebagai acuan
免税,めんぜい,Tidak dikenakan pajak
面積,めんせき,Luas
面接,めんせつ,Wawancara
面倒臭い,めんどうくさい,Ribet
儲かる,もうかる,Menghasilkan uang
儲ける,もうける,Menghasilkan uang
申し訳ない,もうしわけない,Maaf
モーター,モーター,Motor
木材,もくざい,Kayu
目次,もくじ,Daftar Isi
潜る,もぐる,Mendaki
もしかしたら,もしかしたら,Mungkin saja
もしかすると,もしかすると,Mungkin saja
もたれる,もたれる,Berbaring
モダン,モダン,Modern
餅,もち,Mochi
もったいない,もったいない,Tidak sia-sia
モデル,モデル,Model
元々,もともと,Awalnya
物置,ものおき,Tempat penyimpanan barang
物語る,ものがたる,Menceritakan
物差し,ものさし,Pengukur
物凄い,ものすごい,Hebat
モノレール,モノレール,Kereta Monorel
紅葉,もみじ,Daun-daun musim gugur
揉む,もむ,Memijat
燃やす,もやす,Bakarnya
催し,もよおし,Acara
盛る,もる,Meningkatkan
問答,もんどう,Pertanyaan dan Jawaban
やかましい,やかましい,mengecewakan
夜間,やかん,Malam
薬缶,やかん,Panci obat
役者,やくしゃ,Aktor
役所,やくしょ,Jabatan
訳す,やくす,Menerjemahkan
役人,やくにん,Pejabat
薬品,やくひん,Obat-obatan
役目,やくめ,Fungsi
火傷,やけど,Luka bakar
夜行,やこう,Hewan nokturnal
矢印,やじるし,Panah
やたらに,やたらに,Secara berlebihan
薬局,やっきょく,Apotek
やっつける,やっつける,Menaklukkan
家主,やぬし,Pemilik rumah
やっぱり,やっぱり,Tentu saja
破く,やぶく,Memecah
破れる,やぶれる,Sobek
やむをえない,やむをえない,Tidak dapat dihindari
軟らかい,やわらかい,Lembut
遊園地,ゆうえんち,Taman hiburan
夕刊,ゆうかん,Surat kabar sore
友好,ゆうこう,Persahabatan
郵送,ゆうそう,Pengiriman
夕立,ゆうだち,Hujan deras
夕日,ゆうひ,Senja
悠々,ゆうゆう,Santai
有料,ゆうりょう,Berbayar
浴衣,ゆかた,Kimono
湯気,ゆげ,Uap
