Kanji,Reading,Indonesian
前者,ぜんしゃ,Yang pertama
選手,せんしゅ,Pemain
前進,ぜんしん,Maju
全然,ぜんぜん,Sepenuhnya
センター,センター,Pusat
全体,ぜんたい,Keseluruhan
選択,せんたく,Pilihan
そう,そう,Ya
象,ぞう,Gajah
騒音,そうおん,Kebisingan
増加,ぞうか,Peningkatan
操作,そうさ,Operasi
掃除,そうじ,Membersihkan
想像,そうぞう,Bayangkan
相続,そうぞく,Warisan
相談,そうだん,Konsultasi
装置,そうち,Perangkat
相当,そうとう,Cukup
速度,そくど,Kecepatan
そこ,そこ,Di sana
底,そこ,Dasar
そこで,そこで,Karena itu
組織,そしき,Organisasi
そして,そして,Dan
注ぐ,そそぐ,Menulis
育つ,そだつ,Tumbuh
そっくり,そっくり,Mirip
そっと,そっと,Dengan hati-hati
袖,そで,Lengan
備える,そなえる,Menyiapkan
その,その,Itu
そのうち,そのうち,Dari antaranya
そのまま,そのまま,Seperti itu
側,そば,Sisi
ソファー,ソファー,Sofa
粗末,そまつ,Tidak sopan
それ,（接。感）,Itu
それぞれ,それぞれ,masing-masing
それでも,それでも,Meskipun demikian
それと,それと,Selain itu
それとも,それとも,Atau
損,そん,Kerugian
損害,そんがい,Kerugian
尊敬,そんけい,Penghormatan
存在,そんざい,Keberadaan
尊重,そんちょう,Menghormati
田,た,Bidang
他,た,Dia
対,たい,Melawan
大,だい,Besar
台,だい,Meja
題,だい,Judul
体育,たいいく,Olahraga
体温,たいおん,Suhu tubuh
大会,たいかい,Acara
大気,たいき,Udara
代金,だいきん,Harga
退屈,たいくつ,Bosan
滞在,たいざい,Menginap
大使,たいし,Duta Besar
大した,たいした,Hebat
対象,たいしょう,Target
大臣,だいじん,Menteri
対する,たいする,terhadap
大戦,たいせん,Perang besar
大抵,たいてい,Biasanya
態度,たいど,Sikap
大統領,だいとうりょう,Presiden
大半,たいはん,Sebagian besar
代表,だいひょう,Perwakilan
大部分,だいぶぶん,Sebagian besar
タイプライター,タイプライター,Mesin ketik
大変,たいへん,Sulit
逮捕,たいほ,Penangkapan
ダイヤ,ダイヤ,Diamond
太陽,たいよう,Matahari
平ら,たいら,Rata
代理,だいり,Perwakilan
大陸,たいりく,Benua
倒す,たおす,Menjatuhkan
タオル,タオル,Handuk
だが,だが,Namun
互い,たがい,Saling
宝,たから,Harta
だから,だから,Karena
宅,たく,Rumah
だけど,だけど,Namun
確かめる,たしかめる,Memastikan
多少,たしょう,Sedikit
助ける,たすける,Membantu
ただ,ただ,Hanya
唯,ただ,Hanya
戦い,たたかい,Pertempuran
戦う,たたかう,Melawan
叩く,たたく,Memukul
直ちに,ただちに,Segera
立ち上が,たちあがる,Bangun
立場,たちば,Posisi
経つ,たつ,Menunggu
達する,たっする,Mencapai
唯,たった,Hanya
だって,だって,Karena
たっぷり,たっぷり,Banyak
縦,たて,Vertikal
たとえ,たとえ,Meskipun
谷,たに,Lembah
他人,たにん,Orang lain
種,たね,Spesies
束,たば,Geng
度,たび,Satuan
旅,たび,Perjalanan
たびたび,たびたび,Seringkali
多分,たぶん,Mungkin
玉,たま,Mata
球,たま,Bola
弾,たま,Peluru
偶,たま,Kadang-kadang
偶々,たまたま,Secara kebetulan
たまらない,たまらない,"Menarik, luar biasa"
黙る,だまる,Diam
駄目,だめ,Tidak boleh
試し,ためし,Coba
試す,ためす,Mencoba
便り,たより,Pesan
頼る,たよる,Bergantung
誰か,だれか,Siapa?
段,だん,Baris
単位,たんい,Satuan
単語,たんご,Kata
男子,だんし,Laki-laki
単純,たんじゅん,Sederhana
誕生,たんじょう,Lahir
ダンス,ダンス,Menari
団体,だんたい,Organisasi
担当,たんとう,Penanggung Jawab
単なる,たんなる,Sederhana
単に,たんに,Sederhana
地,ち,Tanah
地位,ちい,Jabatan
地域,ちいき,Wilayah
チーズ,チーズ,Keju
チーム,チーム,Tim
知恵,ちえ,Kebijaksanaan
地下,ちか,Bawah tanah
違い,ちがい,Perbedaan
違いない,ちがいない,Mungkin saja
近頃,ちかごろ,Baru-baru ini
地球,ちきゅう,Bumi
地区,ちく,Distrik
遅刻,ちこく,Terlambat
知事,ちじ,Gubernur
知識,ちしき,Pengetahuan
父親,ちちおや,Ayah
知能,ちのう,Kecerdasan
地平線,ちへいせん,Garis cakrawala
地方,ちほう,Daerah
茶,ちゃ,Teh
チャンス,チャンス,Kesempatan
ちゃんと,ちゃんと,Dengan benar
中,ちゅう,Tengah
注,ちゅう,Catatan
中央,ちゅうおう,Pusat
中学,ちゅうがく,Sekolah Menengah Pertama
中古,ちゅうこ,Bekas
中止,ちゅうし,Dihentikan
駐車,ちゅうしゃ,Parkir
昼食,ちゅうしょく,Makan siang
中心,ちゅうしん,Pusat
注目,ちゅうもく,Perhatikan
注文,ちゅうもん,Pesanan
長期,ちょうき,Jangka panjang
調査,ちょうさ,Penelitian
調子,ちょうし,Kondisi
頂上,ちょうじょう,Puncak
ちょうだい,ちょうだい,Berikan
貯金,ちょきん,Menabung
直接,ちょくせつ,Langsung
著者,ちょしゃ,Penulis
遂に,ついに,Akhirnya
通過,つうか,Melewati
通学,つうがく,Naik kendaraan umum untuk berangkat dan pulang sekolah
通行,つうこう,Lalu lintas
通じる,つうじる,Dimengerti
通信,つうしん,Komunikasi
捕まる,つかまる,Ditangkap
掴む,つかむ,Menggenggam
疲れ,つかれ,Kelelahan
月,つき,Bulan
付き合い,つきあい,berhubungan
次々,つぎつぎ,Satu demi satu
就く,つく,Bekerja
注ぐ,つぐ,Menulis
付ける,つける,Menempelkan
土,つち,Tanah
続き,つづき,Lanjutan
包み,つつみ,Pembungkus
勤め,つとめ,Bekerja
務め,つとめ,Pekerjaan
繋ぐ,つなぐ,Menghubungkan
常に,つねに,Selalu
翼,つばさ,Sayap
つまり,つまり,Dengan kata lain
罪,つみ,Dosa
詰める,つめる,Menyelesaikan
積もる,つもる,Menumpuk
梅雨,つゆ,Musin hujan
辛い,つらい,Pedas
釣,つり,Memancing
連れ,つれ,Teman
で,で,dengan
出会い,であい,Pertemuan
出会う,であう,Bertemu
提案,ていあん,Usulan
定期,ていき,Reguler
抵抗,ていこう,Resistensi
提出,ていしゅつ,Pengajuan
程度,ていど,Tingkat
停留所,ていりゅうじょ,Stasiun
デート,デート,Kencan
敵,てき,Musuh
出来事,できごと,Acara
適する,てきする,Cocok
適切,てきせつ,Tepat
適度,てきど,Proporsional
適用,てきよう,Penerapan
できる,（可能。出現。,Bisa
発生）,発生）,Terjadi
出来るだ,できるだけ,Mungkin saja
できれば,できれば,Jika memungkinkan
手品,てじな,Ilusi
ですから,ですから,Karena itu
鉄,てつ,Besi
哲学,てつがく,Filsafat
手伝い,てつだい,Bantuan
徹底,てってい,Sempurna
鉄道,てつどう,Kereta api
徹夜,てつや,Kerjanya hingga larut malam
では,では,Baiklah
手間,てま,Usaha
でも,でも,Namun
デモ,デモ,Demo
典型,てんけい,Tipikal
天候,てんこう,Cuaca
電子,でんし,Elektron
テント,テント,Tenda
伝統,でんとう,Tradisi
天然,てんねん,Alami
度,ど,Satuan
問い,とい,Pertanyaan
党,とう,Partai
塔,とう,Menara
どう,（接。副）,Bagaimana?
答案,とうあん,Jawaban
同一,どういつ,Sama
どうか,どうか,Tolong
当時,とうじ,Saat itu
動詞,どうし,Kata kerja
同時,どうじ,Secara bersamaan
どうしても,どうしても,Sangat mungkin
到着,とうちゃく,Tiba
道徳,どうとく,Moral
投票,とうひょう,Pemungutan suara
同様,どうよう,Sama
同僚,どうりょう,Rekan kerja
道路,どうろ,Jalan
十,とお,Sepuluh
通す,とおす,Melewati
通り,とおり,Jalan
通り過ぎ,とおりすぎる,Lewat
都会,とかい,Kota
時,とき,Waktu
解く,とく,Memecahkan
毒,どく,Racun
得意,とくい,Kemampuan
読書,どくしょ,Membaca
独身,どくしん,Tidak menikah
特徴,とくちょう,Fitur
独特,どくとく,Unik
独立,どくりつ,Kemandirian
解ける,とける,Dapat dipecah
どこか,どこか,Di suatu tempat
ところが,ところが,Namun
ところで,ところで,Ngomong-ngomong
登山,とざん,Pendakian gunung
都市,とし,Kota
年月,としつき,"Bulan, Tahun"
図書,としょ,Perpustakaan
年寄,としより,Orang tua
閉じる,とじる,Tutup
途端,とたん,Saat itu
土地,とち,Tanah
突然,とつぜん,Tiba-tiba
トップ,トップ,Teratas
届く,とどく,Sampai
とにかく,とにかく,Sungguh
飛ばす,とばす,Melewatkan
飛び出す,とびだす,Melompat keluar
留める,とめる,Menahan
友,とも,Teman
共に,ともに,Bersama
土曜,どよう,Sabtu
虎,とら,Harimau
ドライブ,ドライブ,Mengemudi
トラック,トラック,Truck
ドラマ,ドラマ,Drama
トランプ,トランプ,Trump
取り上げ,とりあげる,Pengambilan
努力,どりょく,Usaha
どれ,どれ,Berapa
ドレス,ドレス,Gaun
取れる,とれる,Dapat diambil
泥,どろ,Lumpur
とん,（1000,Tono
とんでもない,とんでもない,Sangat luar biasa
どんな,どんな,Seperti apa
どんなに,どんなに,Seberapa
トンネル,トンネル,Terowongan
名,な,Nama
内容,ないよう,Isi
なお,なお,Namun
仲,なか,Persahabatan
流す,ながす,Membuang
なかなか,なかなか,Lumayan
半ば,なかば,Sebagian
仲間,なかま,Teman
眺め,ながめ,Pemandangan
眺める,ながめる,Menonton
流れ,ながれ,Aliran
流れる,ながれる,Mengalir
無し,なし,Tidak ada
なぜなら,なぜなら,Karena
謎,なぞ,Misteri
納得,なっとく,Memuaskan
等,など,Dan
七,なな,Tujuh
何,なに,Apa
何,なん,Apa
何か,なにか,Sesuatu
なにも,なにも,Tidak ada
鍋,なべ,Panci
生,なま,Hidup
怠ける,なまける,Malas
波,なみ,Gelombang
涙,なみだ,Air mata
悩む,なやむ,Merasa bingung
為る,なる,Untuk
成る,なる,Menjadi
縄,なわ,Tali
何で,なんで,Mengapa
何でも,なんでも,Apa saja
何とか,なんとか,Entah bagaimana
似合う,にあう,Cocok
匂い,におい,Bau
苦手,にがて,Tidak suka
握る,にぎる,Mencengkeram
日,にち,Hari
日常,にちじょう,Sehari-hari
日曜,にちよう,Minggu
日光,にっこう,Nihon
日中,にっちゅう,Siang
にっこり,にっこり,Tersenyum
日本,にっぽん,Jepang
日本,にほん,Jepang
入院,にゅういん,Dirawat di rumah sakit
入学,にゅうがく,Masuk
入場,にゅうじょう,Masuk
人気,にんき,Populer
人間,にんげん,Manusia
抜く,ぬく,Membuang
抜ける,ぬける,Jelas
布,ぬの,Kain
濡れる,ぬれる,Basah
ね,（感）,Ya
根,ね,Akar
値,ね,Nilai
願い,ねがい,Permohonan
願う,ねがう,Berharap
鼠,ねずみ,Tikus
値段,ねだん,Harga
熱心,ねっしん,Bersemangat
熱帯,ねったい,Tropis
熱中,ねっちゅう,Kegelisahan
年間,ねんかん,Per tahun
年月,ねんげつ,"Bulan, Tahun"
年中,ねんじゅう,Sepanjang tahun
年代,ねんだい,Era
年齢,ねんれい,Usia
野,の,Tanah
能,のう,Kemampuan
農家,のうか,Petani
農業,のうぎょう,Pertanian
農民,のうみん,Petani
能力,のうりょく,Kemampuan
ノー,（no）,Tidak
軒,のき,Atap
残す,のこす,Menjaga
残り,のこり,Sisa
乗せる,のせる,Memasukkan
除く,のぞく,Kecuali
望み,のぞみ,Harapan
望む,のぞむ,Inginkan
後,のち,Setelah
ノック,ノック,Ketukan
喉,のど,Leher
伸ばす,のばす,Memanjangkan
伸びる,のびる,Berkembang
述べる,のべる,Menjelaskan
昇る,のぼる,Meningkat
のんびり,のんびり,Santai
場,ば,Tempat
はあ,（感）,Haa
パーセント,パーセント,Persen
はい,（感）,Ya
灰,はい,Abu
梅雨,ばいう,Musin hujan
バイオリン,バイオリン,Biola
ハイキング,ハイキング,Hiking
配達,はいたつ,Pengiriman
パイプ,パイプ,Pipa
俳優,はいゆう,Aktor
パイロット,パイロット,Pilot
墓,はか,Kuburan
馬鹿,ばか,Bodoh
博士,はかせ,Doktor
計る,はかる,Mengukur
履く,はく,Mengenakan
吐く,はく,Mengeluarkan
拍手,はくしゅ,Applaus
莫大,ばくだい,Besar
爆発,ばくはつ,Ledakan
博物館,はくぶつかん,Museum
激しい,はげしい,Ekstrim
はさみ,はさみ,Gunting
破産,はさん,Kebangkrutan
端,はし,Tepi
始まり,はじまり,Awal
パス,パス,Kata sandi
外す,はずす,Melepas
パスポート,パスポート,Paspor
旗,はた,Bendera
肌,はだ,Kulit
裸,はだか,Telanjang
畑,はたけ,Ladang
二十,はたち,Dua puluh
働き,はたらき,Bekerja
バッグ,バッグ,Tas
発見,はっけん,Penemuan
発行,はっこう,Penerbitan
発車,はっしゃ,Berangkat
罰する,ばっする,Menghukum
発達,はったつ,Perkembangan
ばったり,ばったり,Bertemu tanpa sengaja
発展,はってん,Pengembangan
発表,はっぴょう,Pengumuman
発明,はつめい,Inovasi
話し合う,はなしあう,Berbicara
離す,はなす,Melepaskan
放す,はなす,Melepaskan
離れる,はなれる,Perpisahan
羽,はね,Bulu
幅,はば,Lebar
母親,ははおや,Ibu
省く,はぶく,Menghemat
場面,ばめん,Adegan
腹,はら,Perut
原,はら,Asli
針,はり,Jarum
張る,はる,Meregangkan
番,ばん,Nomor
バン,バン,Bus
範囲,はんい,Jangkauan
反抗,はんこう,Penolakan
犯罪,はんざい,Kejahatan
ハンサム,ハンサム,Menarik
判断,はんだん,Menentukan
犯人,はんにん,Pelaku
販売,はんばい,Penjualan
灯,ひ,Lampu
ビール,ビール,Bir
被害,ひがい,Korban
比較,ひかく,Perbandingan
轢く,ひく,Menabrak
ピクニック,ピクニック,Piknik
悲劇,ひげき,Tragedi
飛行,ひこう,Terbang
膝,ひざ,Lutut
非常,ひじょう,Sangat
美人,びじん,Cantik
額,ひたい,Ukuran
びっくり,びっくり,Kaget
日付,ひづけ,Tanggal
必死,ひっし,Putus asa
ぴったり,ぴったり,Sesuai
引っ張る,ひっぱる,Merekak
否定,ひてい,Negatif
ビデオ,ビデオ,Video
一言,ひとこと,Satu kata
人込み,ひとごみ,Keramaian
等しい,ひとしい,Sama
独り,ひとり,Sendirian
一人一人,ひとりひとり,Satu per satu
批判,ひはん,Kritik
批評,ひひょう,Kritik
秘密,ひみつ,Rahasia
微妙,びみょう,Halus
紐,ひも,Benang
費用,ひよう,Biaya
表,ひょう,Tabel
秒,びょう,Detik
評価,ひょうか,Penilaian
表現,ひょうげん,Ekspresi
表情,ひょうじょう,Ekspresi
平等,びょうどう,Kesetaraan
評判,ひょうばん,Reputasi
表面,ひょうめん,Permukaan
広がる,ひろがる,Memperluas
品,ひん,Produk
瓶,びん,Botol
便,びん,Kebutuhan
ピン,ピン,Pin
不,ふ,Tidak
不,ぶ,Tidak
無,ぶ,Tidak ada
分,ぶ,Bagi
不安,ふあん,Kekhawatiran
風景,ふうけい,Pemandangan
夫婦,ふうふ,Pasangan
笛,ふえ,Seruling
不可,ふか,Tidak mungkin
武器,ぶき,Senjata
服装,ふくそう,Pakaian
含む,ふくむ,Termasuk
袋,ふくろ,Tas
不幸,ふこう,Tidak beruntung
節,ふし,Bab
無事,ぶじ,Baik-baik
不思議,ふしぎ,Ajaib
不自由,ふじゆう,Tidak bebas
夫人,ふじん,Ibu
婦人,ふじん,Wanita
不正,ふせい,Tidak benar
防ぐ,ふせぐ,Mencegah
不足,ふそく,Kekurangan
舞台,ぶたい,Panggung
双子,ふたご,Kadal
再び,ふたたび,Sekali lagi
普段,ふだん,Biasanya
縁,ふち,Ikatan
打つ,ぶつ,Memukul
物価,ぶっか,Harga
物質,ぶっしつ,Bahan
物理,ぶつり,Fisika
筆,ふで,Pensil
ふと,（副）,Tiba-tiba
船,ふね,Kapal
部分,ぶぶん,Sebagian
不平,ふへい,Keluhan
不満,ふまん,Ketidakpuasan
プラス,プラス,Positif
プラン,プラン,Rencana
不利,ふり,Tidak menguntungkan
振る,ふる,Mengayun
震える,ふるえる,Bergetar
ブレーキ,ブレーキ,Rem
触れる,ふれる,Sentuhan
風呂,ふろ,Mandi
プロ,プロ,Profesional
分,ぶん,Bagi
文,ぶん,Teks
雰囲気,ふんいき,Suasana
分析,ぶんせき,Analisis
文明,ぶんめい,Peradaban
分野,ぶんや,Bidang
塀,へい,Dinding pagar
平均,へいきん,Rata-rata
平和,へいわ,Damai
別に,べつに,Tidak perlu
減らす,へらす,Mengurangi
減る,へる,Berkurang
ベルト,ベルト,Sabuk
変化,へんか,Perubahan
ペンキ,ペンキ,Cat
勉強,べんきょう,Belajar
変更,へんこう,Perubahan
ベンチ,ベンチ,Bangku
弁当,べんとう,Kotak makan siang
方,ほう,Cara
法,ほう,Hukum
棒,ぼう,Tongkat
冒険,ぼうけん,Petualangan
方向,ほうこう,Arah
報告,ほうこく,Laporan
宝石,ほうせき,Batu permata
放送,ほうそう,Transmisi
豊富,ほうふ,Melimpah
方法,ほうほう,Metode
方々,ほうぼう,Para
訪問,ほうもん,Kunjungan
吠える,ほえる,Menggeram
ボーイ,ボーイ,Anak laki-laki
ボート,ボート,Perahu
ホーム,ホーム,Beranda
ボール,ボール,Bola
他,ほか,Dia
外,ほか,Di luar
誇り,ほこり,Kebanggaan
埃,ほこり,Debu
保証,ほしょう,Garansi
保存,ほぞん,Menyimpan
程,ほど,Tingkat
歩道,ほどう,Jalan pejalan kaki
仏,ほとけ,Prancis
骨,ほね,Tulang
炎,ほのお,Api
頬,ほほ,Wajah
頬,ほお,Wajah
ほぼ,ほぼ,Hampir
微笑む,ほほえむ,Tersenyum
褒める,ほめる,Memuji
濠,ほり,Sungai
本当,ほんと,Benar
本当,ほんとう,Benar
本人,ほんにん,Orang tersebut
本物,ほんもの,Asli
ぼんやり,ぼんやり,Kabur
間,ま,Ruang
まあ,まあ,Baiklah
マーケット,マーケット,Pasar
マイク,マイク,Mik
迷子,まいご,Hilang
任せる,まかせる,Mengandalkan
幕,まく,Adegan
負け,まけ,Kalah
孫,まご,Cucu
まさか,まさか,Mungkinkah
まさに,まさに,Tepatnya
真面目,まじめ,Serius
増す,ます,Meningkatkan
先ず,まず,Pertama-tama
貧しい,まずしい,Miskin
マスター,マスター,Tuan
ますます,ますます,Semakin meningkat
又,また,Juga
未だ,まだ,Masih
街,まち,Kota
間違い,まちがい,Kesalahan
松,まつ,Pinus
真っ赤,まっか,Merah
真っ直ぐ,まっすぐ,Lurus
全く,まったく,Sepenuhnya
祭,まつり,Perayaan
学ぶ,まなぶ,Belajar
真似,まね,Meniru
招く,まねく,Menarik
ママ,ママ,Ibu
豆,まめ,Kacang
守る,まもる,Melindungi
丸,まる,Bulat
円,まる,Yen
丸い,まるい,Bulat
まるで,まるで,Seperti
回す,まわす,Memutar
回り,まわり,Berputar
万一,まんいち,Jika terjadi
満足,まんぞく,Kepuasan
身,み,Tubuh
実,み,Benar
見送り,みおくり,Perpisahan
味方,みかた,Tim
見事,みごと,Luar biasa
ミス,ミス,Nona
満ちる,みちる,Penuh
密,みつ,Rapat
認める,みとめる,Menerima
皆,みんな,Semua
見舞い,みまい,Mengunjungi
土産,みやげ,Hadiah
都,みやこ,Kota
妙,みょう,Luar biasa
明後日,みょうごにち,Besok
未来,みらい,Masa depan
魅力,みりょく,Pesona
見る,みる,Melihat
ミルク,ミルク,Susu
無,む,Tidak ada
向かい,むかい,Berhadapan
迎え,むかえ,Sambutan
向く,むく,Menghadap
向ける,むける,Mengarahkan
無視,むし,Mengabaikan
虫歯,むしば,Karies
寧ろ,むしろ,Sebaliknya
結ぶ,むすぶ,Menyambungkan
無駄,むだ,Tidak berguna
夢中,むちゅう,Semangat
胸,むね,Dada
無料,むりょう,Gratis
芽,め,Tunas
明確,めいかく,Jelas
命じる,めいじる,Memberi perintah
名人,めいじん,Tokoh terkenal
命令,めいれい,Perintah
迷惑,めいわく,Mengganggu
飯,めし,Makanan
滅多に,めったに,Jarang
メモ,メモ,Catatan
面,めん,Wajah
綿,めん,Katun
免許,めんきょ,Izin
面倒,めんどう,Sulit
メンバー,メンバー,Anggota
申し込む,もうしこむ,Mendaftar
申し訳,もうしわけ,Mohon maaf
毛布,もうふ,Selimut
燃える,もえる,Terbakar
目的,もくてき,Tujuan
目標,もくひょう,Tujuan
木曜,もくよう,Kamis
文字,もじ,Huruf
文字,もんじ,Huruf
もしも,もしも,Jika
持ち上げ,もちあげる,Mengangkat
用いる,もちいる,Penggunaan
勿論,もちろん,Tentu saja
最も,もっとも,Paling
尤も,もっとも,Yang terpenting
元,もと,Awal
基,もと,Dasar
素,もと,Dasar
戻す,もどす,Kembalikan
基づく,もとづく,Berdasarkan
求める,もとめる,Membutuhkan
者,もの,Orang
物音,ものおと,Suara
物語,ものがたり,Cerita
物事,ものごと,Benda-benda
模様,もよう,Pola
貰う,もらう,Menerima
文句,もんく,Keluhan
やがて,やがて,Akhirnya
役,やく,Peran
約,やく,Perkiraan
訳,やく,Terjemahan
役割,やくわり,Peran
家賃,やちん,Sewa
厄介,やっかい,Sulit
宿,やど,Akomodasi
雇う,やとう,Merekrut
屋根,やね,Atap
やはり,やはり,Seperti yang sudah dikatakan
破る,やぶる,Memecah
辞める,やめる,Berhenti
やや,やや,Sedikit
唯一,ゆいいつ,Eksklusif
勇気,ゆうき,Keberanian
有効,ゆうこう,Berlaku
優秀,ゆうしゅう,Hebat
優勝,ゆうしょう,Menang
友情,ゆうじょう,Persahabatan
友人,ゆうじん,Teman
有能,ゆうのう,Mampu
郵便,ゆうびん,Pos
夕べ,ゆうべ,Senja
ユーモア,ユーモア,Humor
有利,ゆうり,Menguntungkan
床,ゆか,Lantai
愉快,ゆかい,Menyenangkan
輸出,ゆしゅつ,Ekspor
譲る,ゆずる,Menyerah
豊か,ゆたか,Subur
ゆっくり,ゆっくり,Pelan-pelan
輸入,ゆにゅう,Masukkan
許す,ゆるす,Memaafkan
夜,よ,Malam
夜明け,よあけ,Fajar
様,よう,Kepada Yth.
酔う,よう,Minum alkohol
容易,ようい,Mudah
陽気,ようき,Ceria
要求,ようきゅう,Permintaan
用心,ようじん,Hati-hati
様子,ようす,Kondisi
要するに,ようするに,Singkatnya
要素,ようそ,Elemen
要点,ようてん,Poin-poin penting
曜日,ようび,Hari
ヨーロッパ,ヨーロッパ,Eropa
予期,よき,Perkiraan
横切る,よこぎる,Memotong secara horizontal
予算,よさん,Anggaran
止す,よす,Berhenti
予測,よそく,Prediksi
ヨット,ヨット,Perahu layar
夜中,よなか,Malam
世の中,よのなか,Dunia
余分,よぶん,Tambahan
予報,よほう,Perkiraan
予防,よぼう,Pencegahan
読み,よみ,Membaca
嫁,よめ,Istri
余裕,よゆう,Ruang
より,より,Lebih
よると,よると,Baiklah
喜び,よろこび,Kebahagiaan
宜しい,よろしい,Baik
よろしく,（感）,Terima kasih
四,よん,Empat
来,らい,Datang
ライター,ライター,Penulis
楽,らく,Mudah
ラケット,ラケット,Raket
利益,りえき,Keuntungan
理解,りかい,Memahami
陸,りく,Tanah
利口,りこう,Cerdas
離婚,りこん,Perceraian
理想,りそう,Ideal
率,りつ,Tingkat
立派,りっぱ,Megah
留学,りゅうがく,Studi di luar negeri
流行,りゅうこう,Tren
量,りょう,Jumlah
両替,りょうがえ,Penukaran mata uang
料金,りょうきん,Harga
例,れい,Contoh
礼,れい,Salam
礼儀,れいぎ,Kesopanan
冷静,れいせい,Tenang
列,れつ,Daftar
列車,れっしゃ,Kereta
レポート,レポート,Laporan
練習,れんしゅう,Latihan
連想,れんそう,Asosiasi
連続,れんぞく,Berurutan
老人,ろうじん,Orang tua
労働,ろうどう,Pekerjaan
ロケット,ロケット,Roket
論じる,ろんじる,Membahas
論争,ろんそう,Perdebatan
論文,ろんぶん,Artikel
輪,わ,Lingkaran
ワイン,ワイン,Anggur
わがまま,わがまま,Egois
別れ,わかれ,Perpisahan
脇,わき,Sisi
分ける,わける,Membagi
わざと,わざと,dengan sengaja
僅か,わずか,Hanya
綿,わた,Katun
話題,わだい,Topik
笑い,わらい,Tertawa
割る,わる,Membagi
悪口,わるくち,Gosip
我々,われわれ,Kami
湾,わん,Teluk
