Kanji,Reading,Indonesian
警戒,けいかい,Peringatan
計器,けいき,Instrumen
契機,けいき,Peluang
敬具,けいぐ,Salam hormat
軽減,けいげん,Mengurangi
掲載,けいさい,Diterbitkan
傾斜,けいしゃ,Kemiringan
形成,けいせい,Pembentukan
形勢,けいせい,Situasi
軽率,けいそつ,"Cepat, tergesa-gesa"
携帯,けいたい,Ponsel
形態,けいたい,Bentuk
刑罰,けいばつ,Hukuman
経費,けいひ,Biaya
警部,けいぶ,Kepala Polisi
軽蔑,けいべつ,Meremehkan
経歴,けいれき,Riwayat
経路,けいろ,Rute
汚す,けがす,Mengotori
汚らわしい,けがらわしい,Kotor
汚れ,けがれ,Kotoran
汚れる,けがれる,Kotor
獣,けだもの,Hewan
吝嗇,けち,Pelit
結核,けっかく,TBC
血管,けっかん,Pembuluh darah
決行,けっこう,Dilaksanakan
決算,けっさん,Laporan Keuangan
決勝,けっしょう,Final
結晶,けっしょう,Kristal
結成,けっせい,Pembentukan
結束,けっそく,Menyegel
傑,けつ,Hebat
決意,けつい,Keputusan
決議,けつぎ,Resolusi
結合,けつごう,Menggabungkan
決断,けつだん,Keputusan
欠乏,けつぼう,Kekurangan
蹴飛ばす,けとばす,Menendang
貶す,けなす,Merendahkan
煙たい,けむたい,Berbau asap
煙る,けむる,Beruap
家来,けらい,Dari rumah
けれど,けれど,Namun
圏,けん,Kategori
権,けん,Hak
権威,けんい,Otoritas
兼業,けんぎょう,Usaha sampingan
権限,けんげん,Hak
健在,けんざい,Masih hidup
懸賞,けんしょう,Kontes
検事,けんじ,Jaksa
健全,けんぜん,Sehat
見地,けんち,Sudut pandang
賢明,けんめい,Bijaksana
倹約,けんやく,Hemat
兼用,けんよう,Gunakan bersama
権力,けんりょく,Kekuasaan
劇団,げきだん,Grup teater
激励,げきれい,Motivasi
月謝,げっしゃ,Biaya kuliah
げっそり,げっそり,Kelesuan
月賦,げっぷ,Cicilan bulanan
下痢,げり,Diare
原,げん,Asli
原形,げんけい,Bentuk
現行,げんこう,Saat ini
原作,げんさく,Asli
原子,げんし,Atom
元首,げんしゅ,Pemimpin
原書,げんしょ,Buku asli
減少,げんしょう,Penurunan
現場,げんじょう,Lokasi
元素,げんそ,Unsur
原則,げんそく,Secara umum
現像,げんぞう,Ilusi
現地,げんち,Di tempat tersebut
限定,げんてい,Terbatas
原点,げんてん,Awal
原典,げんてん,Sumber asli
減点,げんてん,Pengurangan poin
原爆,げんばく,Bom atom
原文,げんぶん,"Teks: Teks asli
Terjemahan:"
厳密,げんみつ,Ketat
原油,げんゆ,Bahan mentah
言論,げんろん,Diskusi
故,こ,Almarhum
戸,こ,Pintu
児,こ,Anak
巨,こ,Besar
恋する,こいする,Cinta
溝,こう,Parit
校,こう,Sekolah
好意,こうい,Kasih sayang
行為,こうい,Perilaku
行員,こういん,Penumpang
交易,こうえき,Perdagangan
公演,こうえん,Pertunjukan publik
後悔,こうかい,Penyesalan
公開,こうかい,Dipublikasikan
航海,こうかい,Navigasi
工学,こうがく,Teknik
皇居,こうきょ,Istana Kekaisaran
好況,こうきょう,Kondisi yang baik
抗議,こうぎ,Protes
鉱業,こうぎょう,Pertambangan
興業,こうぎょう,Perusahaan
高原,こうげん,Pegunungan
煌々と,こうこうと,Cahaya yang terang
考古学,こうこがく,Arkeologi
交互,こうご,Saling
工作,こうさく,Pekerjaan
耕作,こうさく,Pertanian
鉱山,こうざん,Tambang
講習,こうしゅう,Pelatihan
交渉,こうしょう,Negosiasi
高尚,こうしょう,Tinggi
行進,こうしん,Barisan
香辛料,こうしんりょう,Bumbu
口述,こうじゅつ,Menulis dengan kata-kata
控除,こうじょ,Pengurangan
向上,こうじょう,Peningkatan
降水,こうすい,Hujan
洪水,こうずい,Banjir
公然,こうぜん,Terbuka
抗争,こうそう,Perlawanan
構想,こうそう,Konsep
拘束,こうそく,Penjara
後退,こうたい,Mundur
光沢,こうたく,Kilau
公団,こうだん,Perumahan
好調,こうちょう,Baik
口頭,こうとう,Lisan
講読,こうどく,Membaca
購読,こうどく,Berlangganan
購入,こうにゅう,Pembelian
公認,こうにん,Disahkan
光熱費,こうねつひ,Biaya listrik dan air
荒廃,こうはい,Kemerosotan
購買,こうばい,Pembelian
好評,こうひょう,Populer
交付,こうふ,Penyerahan
降伏,こうふく,Menyerah
興奮,こうふん,Kegembiraan
公募,こうぼ,Penerimaan umum
巧妙,こうみょう,Cerdas
公用,こうよう,Negara
小売,こうり,Ritel
効率,こうりつ,Efisiensi
公立,こうりつ,Negara
小柄,こがら,Kecil
小切手,こぎって,Surat wesel
国産,こくさん,Buatan dalam negeri
国定,こくてい,Negara
国土,こくど,Tanah
告白,こくはく,Pengakuan
国防,こくぼう,Pertahanan
国有,こくゆう,Negara
国連,こくれん,PBB
漕ぐ,こぐ,Berlayar
焦げ茶,こげちゃ,Cokelat tua
個々,ここ,Setiap
箇箇,ここ,Beberapa
心地,ここち,Kenyamanan
心得,こころえ,Pengalaman
心掛け,こころがけ,Usaha
心掛ける,こころがける,Perhatian
志,こころざし,Semangat
志す,こころざす,Ambisi
心強い,こころづよい,Tenang
心細い,こころぼそい,Kesepian
試み,こころみ,Upaya
試みる,こころみる,Mencoba
快い,こころよい,Cepat
凝らす,こごらす,Memantulkan
凝る,こごる,Mengental
拵える,こしらえる,Membuat
孤児,こじ,Orang yatim
拗れる,こじれる,Menyebalkan
故人,こじん,Almarhum
梢,こずえ,Kao
個性,こせい,Kepribadian
戸籍,こせき,Akta kelahiran
小銭,こぜに,Koin
固体,こたい,Padat
答え,こたえ,Jawaban
堪える,こたえる,Layak
火燵,こたつ,Kursi rendah
古代,こだい,Kuno
こだわる,こだわる,Perhatian
誇張,こちょう,Ekspresi berlebihan
滑稽,こっけい,Lucu
国交,こっこう,Hubungan diplomatik
骨董品,こっとうひん,Barang antik
骨,こつ,Tulang
固定,こてい,Tetap
事柄,ことがら,Hal tersebut
悉く,ことごとく,Semua
言伝,ことづて,Cerita
殊に,ことに,Terutama
事によると,ことによると,Menurut suatu kejadian
孤独,こどく,Kesepian
粉々,こなごな,Bubuk
此の,この,Ini
この間,このあいだ,Selama periode ini
この頃,このごろ,Saat ini
好ましい,このましい,Baik
個別,こべつ,Individual
零す,こぼす,Menghilangkan
零れる,こぼれる,Hilang
細やか,こまやか,Rinci
混む,こむ,Penuh
込める,こめる,"Menyertakan, memasukkan, memasukkan"
篭る,こもる,Terjebak
固有,こゆう,Unik
雇用,こよう,Pekerjaan
暦,こよみ,Kalender
堪える,こらえる,Layak
孤立,こりつ,Kesepian
懲りる,こりる,Tidak mudah menyerah
此れ,これ,Ini
此れ等,これら,"Ini, ini, ini"
魂,こん,Jiwa
根気,こんき,Kesabaran
根拠,こんきょ,Dasar
混血,こんけつ,Campuran
昆虫,こんちゅう,Serangga
根底,こんてい,Dasar
混同,こんどう,Kebingungan
今日は,こんにちは,Hari ini
今晩は,こんばんは,Malam ini
根本,こんぽん,Dasar
御,ご,敬
語彙,ごい,Kosakata
濠,ごう,Sungai
業,ごう,Pekerjaan
号,ごう,Nomor
合意,ごうい,Persetujuan
合議,ごうぎ,Perjanjian
強気,ごうぎ,Agresif
合成,ごうせい,Sintesis
護衛,ごえい,Pengawal
語句,ごく,Kata-kata
極楽,ごくらく,Surga
ご苦労様,ごくろうさま,Terima kasih atas kerja keras Anda
語源,ごげん,Asal Kata
誤差,ごさ,Kesalahan
ご座います,ございます,Duduk
ご馳走,ごちそう,Makanan
ご馳走さま,ごちそうさま,Terima kasih atas makanannya
毎,ごと,Setiap
碁盤,ごばん,Meja catur
ご無沙汰,ごぶさた,Sudah lama tidak bertemu
誤魔化す,ごまかす,Menutupi
御免ください,ごめんください,Maaf
御免なさい,ごめんなさい,Maaf
御覧なさい,ごらんなさい,Lihatlah
佐,さ,S
再,さい,Sekali lagi
差異,さい,Perbedaan
歳,さい,Usia
再会,さいかい,Pertemuan kembali
災害,さいがい,Bencana
細菌,さいきん,Bakteri
細工,さいく,Kerajinan
採掘,さいくつ,Penambangan
採決,さいけつ,Pemungutan suara
再建,さいけん,Rekonstruksi
再現,さいげん,Replikasi
採算,さいさん,Rekapitulasi
採集,さいしゅう,Pengambilan
再生,さいせい,Pengulangan
最善,さいぜん,Terbaik
採択,さいたく,Disetujui
再発,さいはつ,Kembali
栽培,さいばい,Penanaman
細胞,さいぼう,Sel
採用,さいよう,Perekrutan
遮る,さえぎる,Menutupi
囀る,さえずる,Mengerong
冴える,さえる,Berkilau
竿,さお,Tongkat
栄える,さかえる,Berkembang
杯,さかずき,Gelas
逆立ち,さかだち,Berdiri tegak
逆上る,さかのぼる,Mendaki ke atas
盛る,さかる,Meningkatkan
差額,さがく,Selisih
下がる,さがる,Menurun
一昨昨日,さきおととい,Kemarin lalu
先に,さきに,Sebelumnya
詐欺,さぎ,Penipuan
作,さく,Membuat
策,さく,Rencana
柵,さく,pagar
削減,さくげん,Pengurangan
錯誤,さくご,Kesalahan
作戦,さくせん,Operasi
作物,さくぶつ,Tanaman
叫び,さけび,Teriakan
裂ける,さける,Retak
捧げる,ささげる,Menyerahkan
差し掛かる,さしかかる,Hampir tiba
指図,さしず,Instruksi
差し出す,さしだす,Menawarkan
差し支える,さしつかえる,Mohon maaf atas ketidaknyamanan
差し引く,さしひく,Mengurangi
些事,さじ,Hal-hal kecil
授ける,さずける,Memberikan
嘸,さぞ,Tidak
定まる,さだまる,Ditetapkan
定める,さだめる,Menentukan
錯覚,さっかく,Ilusi
早急,さっきゅう,Segera
察する,さっする,Memahami
さっと,さっと,Dengan cepat
冊,さつ,Buku
殺人,さつじん,Pembunuhan
偖,さて,Persiapan
悟る,さとる,Memahami
真実,さな,Kebenaran
裁く,さばく,Memotong
錆び,さび,Berkarat
左程,さほど,Sedikit
様,さま,Kepada Yth.
三味線,さみせん,Shamisen
侍,さむらい,Ksatria
然も,さも,Namun
作用,さよう,Efek
左様なら,さようなら,Jika demikian
拐う,さらう,Menyandera
爽やか,さわやか,Segar
障る,さわる,Menghalangi
酸,さん,Asam
さん,さん,Halo
酸化,さんか,Oksidasi
山岳,さんがく,Pegunungan
産休,さんきゅう,Cuti Melahirkan
桟橋,さんきょう,Pelabuhan
参議院,さんぎいん,Dewan Perwakilan Rakyat
産後,さんご,Setelah melahirkan
産出,さんしゅつ,Produk
参照,さんしょう,Referensi
参上,さんじょう,Datang
賛成,さんせい,Setuju
賛美,さんび,Pujian
産婦人科,さんふじんか,Spesialis kandungan dan persalinan
産物,さんぶつ,Hasil
山腹,さんぷく,Lereng
山脈,さんみゃく,Pegunungan
財,ざい,Aset
財源,ざいげん,Sumber dana
在庫,ざいこ,Stok
財政,ざいせい,Keuangan
座談会,ざだんかい,Diskusi
雑貨,ざっか,Barang-barang dagangan
雑,ざつ,Tidak penting
雑談,ざつだん,Percakapan santai
雑木,ざつぼく,Hutan acak
座標,ざひょう,Koordinat
残金,ざんきん,Saldo
残酷,ざんこく,Kejam
残高,ざんだか,Saldo
死,し,Kematian
し,し,S
次,し,Berikutnya
仕上がり,しあがり,Hasil akhir
仕上げ,しあげ,Penyelesaian
仕上げる,しあげる,Menyelesaikan
明々後日,しあさって,Besok setelah besok
飼育,しいく,Perawatan
強いて,しいて,Jika harus
強いる,しいる,Memaksa
仕入れる,しいれる,Membeli
しいんと,しいんと,Shiinto
歯科,しか,Kedokteran Gigi
資格,しかく,Sertifikasi
視覚,しかく,Penglihatan
仕掛け,しかけ,Rangkaian
仕掛ける,しかける,Menunda
然し,しかし,Namun
然しながら,しかしながら,Meskipun demikian
而も,しかも,Namun
市街,しがい,Kota
指揮,しき,Perintah
色彩,しきさい,Warna
式場,しきじょう,Tempat resepsi
為来り,しきたり,Untuk kedatangan
頻りに,しきりに,Sering
仕切る,しきる,Memisahkan
資金,しきん,Dana
施行,しぎょう,Penerapan
しくじる,しくじる,Sesungguhnya
仕組み,しくみ,Mekanisme
死刑,しけい,Hukuman mati
湿気る,しける,Kelembapan
思考,しこう,Pemikiran
志向,しこう,Ambisi
嗜好,しこう,Selera
視察,しさつ,Pengamatan lapangan
資産,しさん,Aset
刺繍,ししゅう,Menjahit
支持,しじ,Mendukung
指示,しじ,Instruksi
雫,しずく,Tetesan
沈める,しずめる,Menenggelam
施設,しせつ,Fasilitas
子息,しそく,Anak laki-laki
慕う,したう,Mengagumi
従って,したがって,Oleh karena itu
下心,したごころ,Motivasi
親しむ,したしむ,Menikmati
下調べ,したしらべ,Pemeriksaan awal
下地,したじ,Dasar
認める,したためる,Menerima
仕立てる,したてる,Memesan
下取り,したどり,Penukaran
下火,したび,Mereda
失格,しっかく,Tidak sah
確り,しっかり,Pastikan
質素,しっそ,Sederhana
失調,しっちょう,Tidak sinkron
嫉妬,しっと,Kebencian
尻尾,しっぽ,Ekor
室,しつ,Ruangan
質疑,しつぎ,Pertanyaan dan Jawaban
躾,しつけ,Disiplin
仕付ける,しつける,Menyelesaikan
指摘,してき,Menunjuk
視点,してん,Sudut pandang
萎びる,しなびる,Menyusut
嫋か,しなやか,Lunak
屎尿,しにょう,Kotoran
凌ぐ,しのぐ,Melampaui
始発,しはつ,Pertama
芝,しば,Rumput
屡,しばしば,Sering
暫く,しばらく,Sementara
痺れる,しびれる,Sensasi mati rasa
渋い,しぶい,Keren
私物,しぶつ,Barang pribadi
しぶとい,しぶとい,Gigih
司法,しほう,Hukum
脂肪,しぼう,Lemak
志望,しぼう,Minat
萎む,しぼむ,Menyusut
仕舞,しまい,Menyembunyikan
仕舞う,しまう,Menyimpan
しまった,しまった,Selesai
始末,しまつ,Selesai
泌み泌み,しみじみ,Menyusui
染みる,しみる,Menyerap
使命,しめい,Tugas
締め切り,しめきり,Batas waktu
僕,しもべ,Saya
社交,しゃこう,Sosialisasi
謝絶,しゃぜつ,Terima kasih
社宅,しゃたく,Rumah Karyawan
吃逆,しゃっくり,Menang
喋る,しゃべる,Berbicara
斜面,しゃめん,Lereng
洒落,しゃらく,Santai
洒落る,しゃれる,Tumpah
視野,しや,Pandangan
種,しゅ,Spesies
衆,しゅう,Kerumunan
周,しゅう,Minggu
収益,しゅうえき,Pendapatan
修学,しゅうがく,Pendidikan
周期,しゅうき,Periode
衆議院,しゅうぎいん,Dewan Perwakilan Rakyat
就業,しゅうぎょう,Pekerjaan
修行,しゅうぎょう,Meditasi
集計,しゅうけい,Rekapitulasi
襲撃,しゅうげき,Serangan mendadak
収支,しゅうし,Pendapatan dan Pengeluaran
終始,しゅうし,Sepanjang waktu
修士,しゅうし,Sarjana
収集,しゅうしゅう,Pengumpulan
修飾,しゅうしょく,Modifikasi
終日,しゅうじつ,Sepanjang hari
執着,しゅうじゃく,Ketekunan
収容,しゅうよう,Penampungan
修了,しゅうりょう,Selesai
守衛,しゅえい,Penjaga
主演,しゅえん,Sebagai pemeran utama
主観,しゅかん,Subjektif
祝賀,しゅくが,Selamat
宿命,しゅくめい,Takdir
主権,しゅけん,Kedaulatan
手芸,しゅげい,Kerajinan tangan
主催,しゅさい,Diselenggarakan
取材,しゅざい,Meliput
趣旨,しゅし,Tujuan
主食,しゅしょく,Makanan pokok
主人公,しゅじんこう,Tokoh utama
主体,しゅたい,Subjek
主題,しゅだい,Tema
出血,しゅっけつ,Pendarahan
出産,しゅっさん,Kelahiran
出社,しゅっしゃ,Datang ke kantor
出生,しゅっしょう,Lahir
出世,しゅっせ,Promosi
出費,しゅっぴ,Biaya
出品,しゅっぴん,Penjualan
出演,しゅつえん,Penampilan
出題,しゅつだい,Pertanyaan
出動,しゅつどう,Berangkat
主導,しゅどう,Memimpin
主任,しゅにん,Kepala
首脳,しゅのう,Para pemimpin
守備,しゅび,Pertahanan
手法,しゅほう,Metode
私有,しゆう,Kepemilikan pribadi
諸,しょ,Beberapa
背負う,しょう,membawa
象,しょう,Gajah
症,しょう,Gejala
傷,しょう,Bekas luka
商,しょう,Bisnis
消去,しょうきょ,Menghapus
衝撃,しょうげき,Kejut
証言,しょうげん,Kesaksian
証拠,しょうこ,Bukti
消耗,しょうこう,Habis
照合,しょうごう,Perbandingan
詳細,しょうさい,Detail
昇進,しょうしん,Promosi
少数,しょうすう,Minoritas
称する,しょうする,Menghormati
消息,しょうそく,Pesan
承諾,しょうだく,Persetujuan
象徴,しょうちょう,Simbol
小児科,しょうにか,Pusat Anak
証人,しょうにん,Saksi
照明,しょうめい,Pencahayaan
勝利,しょうり,Kemenangan
奨励,しょうれい,Mendorong
職員,しょくいん,Staf
植民地,しょくみんち,Koloni
職務,しょくむ,Pekerjaan
諸君,しょくん,Para teman
所在,しょざい,Lokasi
所々,しょしょ,Secara terpisah
所持,しょじ,Kepemilikan
所属,しょぞく,Afiliasi
処置,しょち,Penanganan
しょっちゅう,しょっちゅう,Sering
所定,しょてい,Sesuai ketentuan
所得,しょとく,Pendapatan
初版,しょはん,Edisi pertama
処罰,しょばつ,Hukuman
書評,しょひょう,Ulasan Buku
処分,しょぶん,Pembuangan
庶民,しょみん,Orang biasa
庶務,しょむ,Administrasi Umum
私用,しよう,Untuk keperluan pribadi
仕様,しよう,Spesifikasi
使用人,しようにん,Pekerja
調べ,しらべ,Penelitian
知り合い,しりあい,Kenalan
退く,しりぞく,Pergi
退ける,しりぞける,Menolak
記す,しるす,Mencatat
指令,しれい,Instruksi
代,しろ,Ganti
皺,しわ,Kerutan
新,しん,Baru
進化,しんか,Evolusi
殿,しんがり,Yang Mulia
審議,しんぎ,Diskusi
進行,しんこう,Kemajuan
新興,しんこう,Baru
振興,しんこう,Promosi
申告,しんこく,Pengajuan
新婚,しんこん,Baru Menikah
審査,しんさ,Penilaian
紳士,しんし,Pria yang bermoral
進出,しんしゅつ,Masuk
信者,しんじゃ,Pengikut
真珠,しんじゅ,Mutiara
心中,しんじゅう,Di dalam hati
心情,しんじょう,Perasaan
新人,しんじん,Mahasiswa baru
神聖,しんせい,Ilahi
親善,しんぜん,Persahabatan
真相,しんそう,Kebenaran
新築,しんちく,Baru
進呈,しんてい,Menyajikan
進展,しんてん,Kemajuan
神殿,しんでん,Temples
進度,しんど,Kemajuan
振動,しんどう,Getaran
新入生,しんにゅうせい,Mahasiswa baru
信任,しんにん,Kepercayaan
審判,しんばん,Putusan
神秘,しんぴ,Misterius
辛抱,しんぼう,Kesabaran
真理,しんり,Kebenaran
侵略,しんりゃく,Penyerangan
診療,しんりょう,Konsultasi
進路,しんろ,Pilihan Karir
自覚,じかく,Kesadaran diri
地方,じかた,Daerah
自我,じが,Diri sendiri
磁気,じき,Magnet
磁器,じき,Keramik
事業,じぎょう,Usaha
地形,じぎょう,Bentang
軸,じく,Sumbu
自己,じこ,Diri sendiri
事項,じこう,Hal-hal
時刻表,じこくひょう,Jadwal
地獄,じごく,Neraka
時差,じさ,Perbedaan waktu
自在,じざい,Bebas
自主,じしゅ,Mandiri
自首,じしゅ,Menyerahkan diri
辞職,じしょく,Pengunduran diri
自信,じしん,Kepercayaan diri
事前,じぜん,Sebelum
自尊心,じそんしん,Harga Diri
持続,じぞく,Berkelanjutan
字体,じたい,Jenis huruf
辞退,じたい,Penolakan
じっくり,じっくり,Dengan sabar
実質,じっしつ,Nyata
実践,じっせん,Praktik
実態,じったい,Fakta
実費,じっぴ,Biaya sendiri
十分,じっぷん,Cukup
実,じつ,Benar
実業家,じつぎょうか,Pengusaha
実情,じつじょう,Kenyataan
自転,じてん,Bersepeda
自動詞,じどうし,Kata Kerja
地主,じぬし,Pemilik tanah
耳鼻科,じびか,"Telinga, hidung, dan tenggorokan"
地元,じもと,Lokal
弱,じゃく,Lemah
若干,じゃっかん,Sedikit
砂利,じゃり,Kerikil
じゃん拳,じゃんけん,Tinju
住,じゅう,Tempat tinggal
従業員,じゅうぎょういん,Karyawan
従事,じゅうじ,Melakukan pekerjaan
充実,じゅうじつ,Memuaskan
十字路,じゅうじろ,Persimpangan
絨毯,じゅうたん,Karpet
柔軟,じゅうなん,Fleksibel
重複,じゅうふく,Duplikat
重宝,じゅうほう,Berharga
従来,じゅうらい,Secara tradisional
塾,じゅく,Bimbingan belajar
樹木,じゅもく,Pohon
樹立,じゅりつ,Mendirikan
準急,じゅんきゅう,Semi-cepat
準じる,じゅんじる,Menyerah
準ずる,じゅんずる,Serupa
助,じょ,Bantuan
情,じょう,Rasa
畳,じょう,Karpet
尉,じょう,Sersan
嬢,じょう,Nona
状,じょう,Surat
上位,じょうい,Teratas
上演,じょうえん,Pertunjukan
城下,じょうか,Kota
乗客,じょうかく,Penumpang
上空,じょうくう,Di atas
上司,じょうし,Atasan
情緒,じょうしょ,Emosi
上昇,じょうしょう,Meningkat
情勢,じょうせい,Situasi
情熱,じょうねつ,Semangat
丈夫,じょうふ,Tahan lama
譲歩,じょうほ,Kompromi
条約,じょうやく,Perjanjian
上陸,じょうりく,Mendarat
蒸留,じょうりゅう,Distilasi
除外,じょがい,Pengecualian
助言,じょげん,Nasihat
徐行,じょこう,Perlambatan
女史,じょし,Nyonya
助詞,じょし,Kata bantu
助動詞,じょどうし,Kata kerja bantu
自立,じりつ,Mandiri
人,じん,Orang
人格,じんかく,Kepribadian
人材,じんざい,Sumber daya manusia
迅速,じんそく,Cepat
人体,じんたい,Tubuh manusia
人民,じんみん,Rakyat
人目,じんもく,Perhatian
水気,すいき,Air
水源,すいげん,Sumber air
推進,すいしん,Mendorong
水洗,すいせん,Dapat dicuci dengan air
吹奏,すいそう,Musik orkestra
推測,すいそく,Spekulasi
水田,すいでん,Ladang padi
推理,すいり,Penelidikan
数詞,すうし,Angka
崇拝,すうはい,Penghormatan
据え付ける,すえつける,Memasang
据える,すえる,Menahan
清々しい,すがすがしい,Segar
過ぎ,すぎ,Waktu yang berlalu
救い,すくい,Menyelamatkan
掬う,すくう,Menangkap
少なくとも,すくなくとも,Setidaknya
直ぐ,すぐ,Segera
健やか,すこやか,Sehat
濯ぐ,すすぐ,Mencuci
進み,すすみ,Melanjutkan
勧め,すすめ,Rekomendasi
裾,すそ,Bagian bawah
廃れる,すたれる,Menghilang
酸っぱい,すっぱい,Asam
素敵,すてき,Cantik
即ち,すなわち,Dengan kata lain
すばしこい,すばしこい,Lincah
素早い,すばやい,Cepat
済ます,すます,Memasak
澄ます,すます,Membersihkan
済まない,すまない,Maaf
済みません,すみません,Maaf
天皇,すめらぎ,Kaisar
刷り,すり,Dicetak
剃る,する,Memotong
擦れ違い,すれちがい,Tidak cocok
すれ違う,すれちがう,Menghindar
擦れる,すれる,Gosok
すんなり,すんなり,Dengan mudah
図々しい,ずうずうしい,Sombong
ずばり,ずばり,Secara langsung
ずぶ濡れ,ずぶぬれ,Basah kuyup
ずらっと,ずらっと,Berbaris
ずるずる,ずるずる,Berderit
ずれ,ずれ,Pergeseran
ずれる,ずれる,Bergeser
制,せい,Peraturan
製,せい,Pembuatan
生育,せいいく,Pertumbuhan
成果,せいか,Hasil
正解,せいかい,Benar
正規,せいき,Normal
正義,せいぎ,Keadilan
生計,せいけい,Sumber penghidupan
政権,せいけん,Pemerintahan
精巧,せいこう,Rumit
制裁,せいさい,Sanksi
政策,せいさく,Kebijakan
清算,せいさん,Pembayaran
星座,せいざ,Konstelasi
生死,せいし,Hidup dan mati
静止,せいし,Diam
青春,せいしゅん,Masa Muda
聖書,せいしょ,Alkitab
誠実,せいじつ,Jujur
成熟,せいじゅく,Dewasa
清純,せいじゅん,Kesucian
正常,せいじょう,Normal
制する,せいする,Mengendalikan
整然,せいぜん,Rapi
盛装,せいそう,Berpakaian mewah
盛大,せいだい,Besar
清濁,せいだく,Jernih dan keruh
制定,せいてい,Penyusunan
静的,せいてき,Statis
製鉄,せいてつ,Pembuatan baja
晴天,せいてん,Langit cerah
正当,せいとう,Sah
成年,せいねん,Dewasa
制服,せいふく,Seragam
征服,せいふく,Menaklukkan
製法,せいほう,Metode
精密,せいみつ,Presisi
声明,せいめい,Pernyataan
姓名,せいめい,Nama
制約,せいやく,Batasan
生理,せいり,Menstruasi
勢力,せいりょく,Kelompok
整列,せいれつ,Susun
急かす,せかす,Memaksa
伜,せがれ,Anak
責務,せきむ,Tanggung jawab
世辞,せじ,Alasan
世帯,せたい,Keluarga
世代,せだい,Generasi
切開,せっかい,Memotong
接触,せっしょく,Kontak
設置,せっち,Pemasangan
折衷,せっちゅう,Campuran
設定,せってい,Pengaturan
説得,せっとく,Meyakinkan
節,せつ,Bab
切実,せつじつ,Sungguh
接続詞,せつぞくし,Kata Penghubung
切ない,せつない,Mengharukan
設立,せつりつ,Pendirian
攻め,せめ,Menyerang
世論,せろん,Opini publik
仙,せん,仙
前,せん,Sebelum
繊維,せんい,Serat
選挙,せんきょ,Pemilu
宣教,せんきょう,Penyebaran ajaran
宣言,せんげん,Deklarasi
先行,せんこう,Sebelum
選考,せんこう,Seleksi
戦災,せんさい,Bencana akibat perang
専修,せんしゅう,Jurusan
戦術,せんじゅつ,Strategi
潜水,せんすい,Menyelam
先先月,せんせんげつ,Minggu lalu
先先週,せんせんしゅう,Minggu lalu
先代,せんだい,Pendahulu
先だって,せんだって,Baru-baru ini
先着,せんちゃく,Hak Pertama
先天的,せんてんてき,Lahir
戦闘,せんとう,Pertempuran
潜入,せんにゅう,Penyusupan
船舶,せんぱく,Kapal
専用,せんよう,Khusus
占領,せんりょう,Penjajahan
戦力,せんりょく,Kekuatan militer
税務署,ぜいむしょ,Kantor Pajak
是正,ぜせい,Memperbaiki
絶版,ぜっぱん,Tidak lagi dicetak
絶望,ぜつぼう,Keputusasaan
是非とも,ぜひとも,Harap
膳,ぜん,Makan
禅,ぜん,Meditasi
全快,ぜんかい,Sembuh total
全盛,ぜんせい,Puncak
前提,ぜんてい,Asumsi
前途,ぜんと,Masa Depan
全滅,ぜんめつ,Semua terbunuh
善良,ぜんりょう,Baik
前例,ぜんれい,Contoh
僧,そう,Bhikkhu
沿う,そう,Mengikuti
添う,そう,Menambahkan
総,そう,Total
相応,そうおう,Sesuai
総会,そうかい,Kongres
創刊,そうかん,Pendirian
送金,そうきん,Transfer uang
走行,そうこう,Berkendara
総合,そうごう,Keseluruhan
捜査,そうさ,Investigasi
捜索,そうさく,Pencarian
然うして,そうして,Karena itu
装飾,そうしょく,Dekorasi
操縦,そうじゅう,Pengendalian
創造,そうぞう,Kreativitas
壮大,そうだい,Megah
騒動,そうどう,Keramaian
遭難,そうなん,Kecelakaan
相場,そうば,Nilai tukar
装備,そうび,Peralatan
創立,そうりつ,Pendirian
添える,そえる,Menambahkan
即座に,そくざに,Segera
促進,そくしん,Mendorong
即する,そくする,sesuai
束縛,そくばく,Pembatasan
側面,そくめん,Sisi
其処,そこ,Di sana
其処で,そこで,Di sana
損なう,そこなう,Merusak
其処ら,そこら,Di sana
素材,そざい,Bahan
阻止,そし,Mencegah
然して,そして,Namun
訴訟,そしょう,Gugatan
育ち,そだち,Dibesarkan
措置,そち,Tindakan
其方,そちら,Anda
素っ気ない,そっけない,Tidak sopan
率直,そっちょく,Jujur
外方,そっぽ,Eksternal
備え付ける,そなえつける,Menyiapkan
備わる,そなわる,Memiliki
園,その,Taman
その上,そのうえ,Selain itu
その内,そのうち,Dari dalam
その為,そのため,Karena itu
その外,そのほか,Di luar itu
其の儘,そのまま,Seperti yang telah ditentukan
聳える,そびえる,Membentang tinggi
素朴,そぼく,Sederhana
染まる,そまる,Tertutupi
背く,そむく,Berdiri
染める,そめる,Mewarnai
逸らす,そらす,Menghindari
反り,そり,Tali
其れ,それ,Itu
其れから,それから,Kemudian
各々,それぞれ,Setiap orang
其れで,それで,Dengan itu
其れでは,それでは,Dalam situasi seperti itu
其れでも,それでも,Meskipun demikian
其れ共,それとも,Itu juga
其れに,それに,Selain itu
其れ程,それほど,Begitu
其れ故,それゆえ,Karena itu
揃い,そろい,Sesuai
徐々,そろそろ,Secara bertahap
損失,そんしつ,Kerugian
