先々月,せんせんげつ,two months ago
先々週,せんせんしゅう,two weeks prior
先祖,せんぞ,ancestor
先端,せんたん,"tip, front"
センチ,センチ,centimeters
宣伝,せんでん,propaganda
先頭,せんとう,Leading
全般,ぜんぱん,general
扇風機,せんぷうき,hand fan
線路,せんろ,railway
相違,そうい,difference
そういえば,そういえば,By the way
雑巾,ぞうきん,dishcloth
増減,ぞうげん,increase and decrease
倉庫,そうこ,warehouse
相互,そうご,mutual
創作,そうさく,creation
葬式,そうしき,funeral
そうして,そうして,"Thus, in that way"
造船,ぞうせん,shipbuilding
騒々しい,そうぞうしい,Noisy
増大,ぞうだい,increase
そうっと,そうっと,gently
送別,そうべつ,farewell
草履,ぞうり,geta
総理大臣,そうりだいじん,Prime Minister
送料,そうりょう,Shipping cost
属する,ぞくする,belong to
続々,ぞくぞく,"continuously, one after another"
速達,そくたつ,express delivery
測定,そくてい,measurement
測量,そくりょう,surveying
速力,そくりょく,speed
素質,そしつ,talent
祖先,そせん,ancestor
そそっかしい,そそっかしい,frivolous
卒直,そっちょく,"content, placid, serene"
具える,そなえる,"to possess, to have, to contain"
そのうえ,そのうえ,"Moreover, in addition"
そのころ,そのころ,at that time
そのため,そのため,Therefore
そのほか,そのほか,other things
蕎麦,そば,Soba
剃る,そる,to shave
それなのに,それなのに,Despite that
逸れる,それる,"to deviate, to stray, to go astray, to slip away, to be lost"
揃う,そろう,"to come together, to match, to conform"
揃える,そろえる,"to gather, to collect, to assemble, to complete"
算盤,そろばん,abacus
存じる,ぞんじる,to continue to exist
存ずる,ぞんずる,exists
損得,そんとく,profit and loss
田ぼ,たんぼ,field
だいいち,（副）,first
退院,たいいん,discharge
大学院,だいがくいん,Graduate school
大工,だいく,carpenter
体系,たいけい,system
太鼓,たいこ,drum
対策,たいさく,measures
大して,たいして,not much
対照,たいしょう,Contrast
大小,だいしょう,big and small
体制,たいせい,system
体積,たいせき,volume
大層,たいそう,apparently
体操,たいそう,gymnastics
大分,だいぶん,Oita
大木,たいぼく,big tree
題名,だいめい,Title
代名詞,だいめいし,Pronoun
タイア,タイア,Tire
ダイヤグラム,ダイヤグラム,diagram
ダイヤモンド,ダイヤモンド,diamond
ダイヤル,ダイヤル,dial
対立,たいりつ,conflict
田植え,たうえ,rice planting
絶えず,たえず,constantly
楕円,だえん,ellipse
高める,たかめる,"to enhance, to elevate, to improve"
耕す,たがやす,to cultivate
滝,たき,waterfall
炊く,たく,to cook
焚く,たく,to burn
蓄える,たくわえる,"to accumulate, to build up, to save"
竹,たけ,bamboo
助かる,たすかる,helpful
只,ただ,only
但し,ただし,However
畳む,たたむ,to fold
立ち止まる,たちどまる,to stop
たちまち,たちまち,immediately
建つ,たつ,"to be built, to erect"
発つ,たつ,"to emerge, to arise, to come up"
脱線,だっせん,derailment
妥当,だとう,"reasonable, appropriate, valid"
例える,たとえる,to imagine
頼もしい,たのもしい,Reliable
足袋,たび,tabi
ダブル,ダブル,double
だます,だます,to deceive
溜まる,たまる,"to accumulate, to pile up, to build up"
ダム,ダム,Dam
溜息,ためいき,sigh
ためらう,ためらう,
溜める,ためる,
だらしない,だらしない,
足る,たる,
段階,だんかい,
短期,たんき,
炭鉱,たんこう,
短所,たんしょ,
たんす,たんす,
淡水,たんすい,
断水,だんすい,
単数,たんすう,
団地,だんち,
断定,だんてい,
短編,たんぺん,
誓う,ちかう,
地下水,ちかすい,
近々,ちかぢか,
近付ける,ちかづける,
近寄る,ちかよる,
力強い,ちからづよい,
ちぎる,ちぎる,
地質,ちしつ,
知人,ちじん,
地帯,ちたい,
縮む,ちぢむ,
縮める,ちぢめる,
縮れる,ちぢれる,
チップ,チップ,
地点,ちてん,
地名,ちめい,
茶色い,ちゃいろい,
着々,ちゃくちゃく,
茶碗,ちゃわん,
中間,ちゅうかん,
中旬,ちゅうじゅん,
抽象,ちゅうしょう,
中世,ちゅうせい,
中性,ちゅうせい,
中途,ちゅうと,
中年,ちゅうねん,
超過,ちょうか,
彫刻,ちょうこく,
長所,ちょうしょ,
長女,ちょうじょ,
調整,ちょうせい,
調節,ちょうせつ,
長短,ちょうたん,
頂点,ちょうてん,
長男,ちょうなん,
長方形,ちょうほうけい,
調味料,ちょうみりょう,
チョーク,チョーク,
直後,ちょくご,
直線,ちょくせん,
直前,ちょくぜん,
直通,ちょくつう,
直流,ちょくりゅう,
貯蔵,ちょぞう,
直角,ちょっかく,
直径,ちょっけい,
散らかす,ちらかす,
散らかる,ちらかる,
散らす,ちらす,
塵紙,ちりがみ,
散る,ちる,
追加,ついか,
ついで,ついで,
通貨,つうか,
通勤,つうきん,
通ずる,つうずる,
通知,つうち,
通帳,つうちょう,
通訳,つうやく,
通用,つうよう,
通路,つうろ,
付合う,つきあう,
突き当たり,つきあたり,
突き当たる,つきあたる,
月日,つきひ,
点く,つく,
突く,つく,
次ぐ,つぐ,
作る,つくる,
造る,つくる,
着ける,つける,
点ける,つける,
浸ける,つける,
伝わる,つたわる,
突っ込む,つっこむ,
務める,つとめる,
努める,つとめる,
綱,つな,
繋がり,つながり,
繋がる,つながる,
繋げる,つなげる,
粒,つぶ,
潰す,つぶす,
潰れる,つぶれる,
つまずく,つまずく,
詰まる,つまる,
積む,つむ,
爪,つめ,
艶,つや,
強気,つよき,
釣り合う,つりあう,
吊る,つる,
吊す,つるす,
出合い,であい,
手洗い,てあらい,
定員,ていいん,
定価,ていか,
低下,ていか,
定期券,ていきけん,
定休日,ていきゅうび,
停止,ていし,
停車,ていしゃ,
停電,ていでん,
出入り,でいり,
出入口,でいりぐち,
手入れ,ていれ,
テーマ,テーマ,
出掛ける,でかける,
出来上がり,できあがり,
出来上がる,できあがる,
的確,てきかく,
適確,てきかく,
手首,てくび,
凸凹,でこぼこ,
手頃,てごろ,
でたらめ,でたらめ,
手帳,てちょう,
鉄橋,てっきょう,
手続き,てつづき,
鉄砲,てっぽう,
テニスコート,テニスコート,
手拭い,てぬぐい,
手前,てまえ,
出迎え,でむかえ,
出迎える,でむかえる,
照らす,てらす,
照る,てる,
展開,てんかい,
伝記,でんき,
電球,でんきゅう,
点数,てんすう,
伝染,でんせん,
電池,でんち,
点々,てんてん,
転々,てんてん,
電柱,でんちゅう,
天皇,てんのう,
電波,でんぱ,
テンポ,テンポ,
電流,でんりゅう,
電力,でんりょく,
問い合わせ,といあわせ,
銅,どう,
統一,とういつ,
同格,どうかく,
峠,とうげ,
統計,とうけい,
動作,どうさ,
東西,とうざい,
当日,とうじつ,
投書,とうしょ,
登場,とうじょう,
どうせ,どうせ,
どうぞよろしく,どうぞよろしく,
灯台,とうだい,
盗難,とうなん,
当番,とうばん,
等分,とうぶん,
透明,とうめい,
灯油,とうゆ,
東洋,とうよう,
童話,どうわ,
通り掛かる,とおりかかる,
溶かす,とかす,
尖る,とがる,
どきどき,どきどき,
溶く,とく,
退く,どく,
特殊,とくしゅ,
特色,とくしょく,
特長,とくちょう,
特定,とくてい,
特売,とくばい,
溶け込む,とけこむ,
溶ける,とける,
退ける,どける,
床の間,とこのま,
床屋,とこや,
所々,ところどころ,
都心,としん,
戸棚,とだな,
とっくに,とっくに,
どっと,どっと,
整う,ととのう,
留まる,とどまる,
どなる,どなる,
飛び込む,とびこむ,
跳ぶ,とぶ,
留まる,とまる,
泊める,とめる,
ともかく,ともかく,
捕える,とらえる,
取り入れる,とりいれる,
取り消す,とりけす,
取り出す,とりだす,
採る,とる,
捕る,とる,
トレーニング,トレーニング,
丼,どんぶり,
内科,ないか,
内線,ないせん,
ナイロン,ナイロン,
治す,なおす,
永い,ながい,
仲直り,なかなおり,
長引く,ながびく,
中身,なかみ,
中味,なかみ,
中指,なかゆび,
仲良し,なかよし,
慰める,なぐさめる,
亡くす,なくす,
なぐる,なぐる,
為す,なす,
謎謎,なぞなぞ,
傾らか,なだらか,
懐かしい,なつかしい,
撫でる,なでる,
斜め,ななめ,
なにしろ,なにしろ,
何々,なになに,
何分,なにぶん,
生意気,なまいき,
並木,なみき,
倣う,ならう,
鳴らす,ならす,
生る,なる,
馴れる,なれる,
南極,なんきょく,
なんとなく,なんとなく,
なんとも,なんとも,
ナンバー,ナンバー,
南米,なんべい,
南北,なんぼく,
煮える,にえる,
匂う,におう,
逃がす,にがす,
憎い,にくい,
憎む,にくむ,
憎らしい,にくらしい,
にこにこ,にこにこ,
濁る,にごる,
虹,にじ,
日時,にちじ,
日用品,にちようひん,
日課,にっか,
日程,にってい,
鈍い,にぶい,
入社,にゅうしゃ,
女房,にょうぼう,
睨む,にらむ,
煮る,にる,
俄,にわか,
縫う,ぬう,
濡らす,ぬらす,
ねじ,ねじ,
捩る,ねじる,
ネックレス,ネックレス,
熱する,ねっする,
寝間着,ねまき,
寝巻,ねまき,
狙い,ねらい,
狙う,ねらう,
年度,ねんど,
農産物,のうさんぶつ,
農村,のうそん,
濃度,のうど,
農薬,のうやく,
能率,のうりつ,
のこぎり,のこぎり,
残らず,のこらず,
載せる,のせる,
覗く,のぞく,
延ばす,のばす,
延びる,のびる,
上り,のぼり,
上る,のぼる,
糊,のり,
乗換,のりかえ,
載る,のる,
鈍い,のろい,
のろのろ,のろのろ,
呑気,のんき,
灰色,はいいろ,
俳句,はいく,
拝見,はいけん,
売店,ばいてん,
バイバイ,バイバイ,
売買,ばいばい,
這う,はう,
生える,はえる,
剥す,はがす,
ばからしい,ばからしい,
秤,はかり,
量る,はかる,
測る,はかる,
吐き気,はきけ,
はきはき,はきはき,
掃く,はく,
歯車,はぐるま,
バケツ,バケツ,
挟まる,はさまる,
挟む,はさむ,
箸,はし,
梯子,はしご,
始めに,はじめに,
初めに,はじめに,
はじめまして,はじめまして,
斜,はす,
外れる,はずれる,
パターン,パターン,
肌着,はだぎ,
果して,はたして,
鉢,はち,
×,ばつ,
発揮,はっき,
バック,バック,
発射,はっしゃ,
発想,はっそう,
発電,はつでん,
発売,はつばい,
派手,はで,
話合い,はなしあい,
話し掛ける,はなしかける,
話中,はなしちゅう,
甚だしい,はなはだしい,
花火,はなび,
花嫁,はなよめ,
放れる,はなれる,
羽根,はね,
ばね,ばね,
跳ねる,はねる,
破片,はへん,
歯磨き,はみがき,
はめる,はめる,
早口,はやくち,
流行る,はやる,
払い込む,はらいこむ,
払い戻す,はらいもどす,
バランス,バランス,
針金,はりがね,
張り切る,はりきる,
反映,はんえい,
半径,はんけい,
判子,はんこ,
万歳,ばんざい,
判事,はんじ,
反省,はんせい,
番地,ばんち,
パンツ,パンツ,
バンド,バンド,
半島,はんとう,
ハンドル,ハンドル,
日当たり,ひあたり,
日帰り,ひがえり,
比較的,ひかくてき,
日陰,ひかげ,
ぴかぴか,ぴかぴか,
引受る,ひきうける,
引返す,ひきかえす,
引算,ひきざん,
引出す,ひきだす,
引き止める,ひきとめる,
卑怯,ひきょう,
引分け,ひきわけ,
髭,ひげ,
陽射,ひざし,
肘,ひじ,
ピストル,ピストル,
ビタミン,ビタミン,
ぴたり,ぴたり,
引っ掛かる,ひっかかる,
筆記,ひっき,
引っ繰り返,ひっくりかえす,
引っ繰り返,ひっくりかえる,
引越し,ひっこし,
引っ込む,ひっこむ,
筆者,ひっしゃ,
必需品,ひつじゅひん,
人差指,ひとさしゆび,
一通り,ひととおり,
人通り,ひとどおり,
ひとまず,ひとまず,
瞳,ひとみ,
一休み,ひとやすみ,
独り言,ひとりごと,
ひとりでに,ひとりでに,
ビニール,ビニール,
皮肉,ひにく,
日日,ひにち,
捻る,ひねる,
日の入り,ひのいり,
日の出,ひので,
響き,ひびき,
響く,ひびく,
皮膚,ひふ,
冷やす,ひやす,
ひゃっかじてん,ひゃっかじてん,
美容,びよう,
表紙,ひょうし,
標識,ひょうしき,
標準,ひょうじゅん,
標本,ひょうほん,
評論,ひょうろん,
平仮名,ひらがな,
ビルディング,ビルディング,
昼寝,ひるね,
広げる,ひろげる,
広さ,ひろさ,
広場,ひろば,
広々,ひろびろ,
広める,ひろめる,
ピンク,ピンク,
便箋,びんせん,
瓶詰,びんづめ,
ファスナー,ファスナー,
風船,ふうせん,
不運,ふうん,
殖える,ふえる,
深まる,ふかまる,
不規則,ふきそく,
普及,ふきゅう,
付近,ふきん,
拭く,ふく,
副詞,ふくし,
複写,ふくしゃ,
複数,ふくすう,
含める,ふくめる,
膨らます,ふくらます,
膨らむ,ふくらむ,
不潔,ふけつ,
更ける,ふける,
符号,ふごう,
夫妻,ふさい,
塞がる,ふさがる,
塞ぐ,ふさぐ,
ふざける,ふざける,
無沙汰,ぶさた,
武士,ぶし,
部首,ぶしゅ,
襖,ふすま,
附属,ふぞく,
蓋,ふた,
不通,ふつう,
ぶつかる,ぶつかる,
ぶつける,ぶつける,
物騒,ぶっそう,
ぶつぶつ,ぶつぶつ,
船便,ふなびん,
部品,ぶひん,
吹雪,ふぶき,
父母,ふぼ,
踏切,ふみきり,
麓,ふもと,
増やす,ふやす,
殖やす,ふやす,
フライパン,フライパン,
ブラウス,ブラウス,
ぶらさげる,ぶらさげる,
ブラシ,ブラシ,
プラスチック,プラスチック,
プラットホーム,プラットホーム,
フリー,フリー,
振り仮名,ふりがな,
プリント,プリント,
振舞う,ふるまう,
ブローチ,ブローチ,
プログラム,プログラム,
風呂敷,ふろしき,
ふわふわ,ふわふわ,
噴火,ふんか,
分解,ぶんかい,
文芸,ぶんげい,
文献,ぶんけん,
噴水,ふんすい,
分数,ぶんすう,
文体,ぶんたい,
分布,ぶんぷ,
文房具,ぶんぼうぐ,
文脈,ぶんみゃく,
分量,ぶんりょう,
分類,ぶんるい,
閉会,へいかい,
平気,へいき,
並行,へいこう,
平日,へいじつ,
兵隊,へいたい,
平凡,へいぼん,
平野,へいや,
凹む,へこむ,
へそ,へそ,
隔てる,へだてる,
別荘,べっそう,
別々,べつべつ,
ベテラン,ベテラン,
ヘリコプター,ヘリコプター,
へる,へる,
ぺん,ぺん,
編集,へんしゅう,
便所,べんじょ,
ペンチ,ペンチ,
望遠鏡,ぼうえんきょう,
方角,ほうがく,
箒,ほうき,
方言,ほうげん,
坊さん,ぼうさん,
防止,ぼうし,
方針,ほうしん,
包装,ほうそう,
法則,ほうそく,
包帯,ほうたい,
膨大,ぼうだい,
庖丁,ほうちょう,
方程式,ほうていしき,
防犯,ぼうはん,
方面,ほうめん,
坊や,ぼうや,
放る,ほうる,
ボーナス,ボーナス,
朗らか,ほがらか,
牧場,ぼくじょう,
牧畜,ぼくちく,
保健,ほけん,
募集,ぼしゅう,
干す,ほす,
ポスター,ポスター,
北極,ほっきょく,
坊っちゃん,ぼっちゃん,
ほどく,ほどく,
堀,ほり,
掘る,ほる,
彫る,ほる,
ぼろ,ぼろ,
盆,ぼん,
盆地,ぼんち,
本部,ほんぶ,
本来,ほんらい,
まあまあ,まあまあ,
枚数,まいすう,
毎度,まいど,
マイナス,マイナス,
巻く,まく,
蒔く,まく,
撒く,まく,
枕,まくら,
曲げる,まげる,
まごまご,まごまご,
摩擦,まさつ,
混ざる,まざる,
交ざる,まざる,
混じる,まじる,
交じる,まじる,
マスク,マスク,
混ぜる,まぜる,
交ぜる,まぜる,
またぐ,またぐ,
又は,または,
待合室,まちあいしつ,
待ち合わせ,まちあわせる,
街角,まちかど,
真っ暗,まっくら,
真っ黒,まっくろ,
真っ青,まっさお,
真っ先,まっさき,
真っ白,まっしろ,
祭る,まつる,
窓口,まどぐち,
纏まる,まとまる,
纏める,まとめる,
真似る,まねる,
まぶしい,まぶしい,
まぶた,まぶた,
マフラー,マフラー,
間も無く,まもなく,
マラソン,マラソン,
円い,まるい,
稀,まれ,
回り道,まわりみち,
満員,まんいん,
マンション,マンション,
満点,まんてん,
見送る,みおくる,
見下ろす,みおろす,
見掛け,みかけ,
三日月,みかづき,
岬,みさき,
みじめ,みじめ,
ミシン,ミシン,
店屋,みせや,
見出し,みだし,
道順,みちじゅん,
見付かる,みつかる,
見付ける,みつける,
みっともない,みっともない,
見直す,みなおす,
見慣れる,みなれる,
醜い,みにくい,
実る,みのる,
身分,みぶん,
見本,みほん,
見舞う,みまう,
未満,みまん,
名字,みょうじ,
ミリ,（メートル）,
診る,みる,
民間,みんかん,
民謡,みんよう,
向う,むかう,
剥く,むく,
無限,むげん,
無地,むじ,
蒸し暑い,むしあつい,
矛盾,むじゅん,
蒸す,むす,
無数,むすう,
紫,むらさき,
群れ,むれ,
姪,めい,
名作,めいさく,
名刺,めいし,
名詞,めいし,
名所,めいしょ,
命ずる,めいずる,
迷信,めいしん,
名物,めいぶつ,
銘々,めいめい,
目上,めうえ,
メーター,メーター,
恵まれる,めぐまれる,
巡る,めぐる,
目指す,めざす,
目覚し,めざまし,
目下,めした,
目印,めじるし,
目立つ,めだつ,
めちゃくちゃ,めちゃくちゃ,
めっきり,めっきり,
めでたい,めでたい,
メニュー,メニュー,
めまい,めまい,
目安,めやす,
免税,めんぜい,
面積,めんせき,
面接,めんせつ,
面倒臭い,めんどうくさい,
儲かる,もうかる,
儲ける,もうける,
申し訳ない,もうしわけない,
モーター,モーター,
木材,もくざい,
目次,もくじ,
潜る,もぐる,
もしかしたら,もしかしたら,
もしかすると,もしかすると,
もたれる,もたれる,
モダン,モダン,
餅,もち,
もったいない,もったいない,
モデル,モデル,
元々,もともと,
物置,ものおき,
物語る,ものがたる,
物差し,ものさし,
物凄い,ものすごい,
モノレール,モノレール,
紅葉,もみじ,
揉む,もむ,
燃やす,もやす,
催し,もよおし,
盛る,もる,
問答,もんどう,
やかましい,やかましい,
夜間,やかん,
薬缶,やかん,
役者,やくしゃ,
役所,やくしょ,
訳す,やくす,
役人,やくにん,
薬品,やくひん,
役目,やくめ,
火傷,やけど,
夜行,やこう,
矢印,やじるし,
やたらに,やたらに,
薬局,やっきょく,
やっつける,やっつける,
家主,やぬし,
やっぱり,やっぱり,
破く,やぶく,
破れる,やぶれる,
やむをえない,やむをえない,
軟らかい,やわらかい,
遊園地,ゆうえんち,
夕刊,ゆうかん,
友好,ゆうこう,
郵送,ゆうそう,
夕立,ゆうだち,
夕日,ゆうひ,
悠々,ゆうゆう,
有料,ゆうりょう,
浴衣,ゆかた,
湯気,ゆげ,
輸血,ゆけつ,
輸送,ゆそう,
油断,ゆだん,
ゆでる,ゆでる,
湯飲み,ゆのみ,
緩い,ゆるい,
溶岩,ようがん,
容器,ようき,
用語,ようご,
要旨,ようし,
幼児,ようじ,
容積,ようせき,
幼稚,ようち,
幼稚園,ようちえん,
用途,ようと,
洋品店,ようひんてん,
養分,ようぶん,
羊毛,ようもう,
漸く,ようやく,
要領,ようりょう,
欲張り,よくばり,
余計,よけい,
よこす,よこす,
汚す,よごす,
寄せる,よせる,
余所,よそ,
四つ角,よつかど,
酔っ払い,よっぱらい,
予備,よび,
呼び掛ける,よびかける,
呼び出す,よびだす,
蘇る,よみがえる,
因る,よる,
慶び,よろこび,
慶ぶ,よろこぶ,
来日,らいにち,
落第,らくだい,
ラッシュアワー,ラッシュアワー,
欄,らん,
ランチ,ランチ,
ランニング,ランニング,
乱暴,らんぼう,
理科,りか,
利害,りがい,
リズム,リズム,
リットル,リットル,
リボン,リボン,
略す,りゃくす,
流域,りゅういき,
寮,りょう,
両側,りょうがわ,
漁師,りょうし,
領事,りょうじ,
領収,りょうしゅう,
臨時,りんじ,
留守番,るすばん,
例外,れいがい,
零点,れいてん,
冷凍,れいとう,
レインコート,レインコート,
レクリェーショ,レクリェーショ,
ン,ン,
レジャー,レジャー,
列島,れっとう,
レベル,レベル,
リポート,リポート,
煉瓦,れんが,
連合,れんごう,
レンズ,レンズ,
蝋燭,ろうそく,
ローマじ,ローマじ,
録音,ろくおん,
ロッカー,ロッカー,
ロビー,ロビー,
論ずる,ろんずる,
和英,わえい,
分る,わかる,
分かれる,わかれる,
若々しい,わかわかしい,
湧く,わく,
詫びる,わびる,
和服,わふく,
わりあいに,わりあいに,
割算,わりざん,
割と,わりと,
割引,わりびき,
椀,わん,
碗,わん,
ワンピース,ワンピース,
